,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.42,0.0,0.11,0.29,0.2
bdbbasic.csv,0.32,0.15,0.25,0.0,0.0
empyrean.csv,0.0,0.75,0.87,0.51,0.2
gnome-jabber.csv,0.79,0.78,0.95,0.92,0.6
nutz.csv,0.47,0.17,0.0,0.76,1.0
