,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.65,1.0,0.5,0.33,0.96
bdbbasic.csv,0.71,0.73,0.46,1.0,1.0
empyrean.csv,1.0,0.43,0.23,0.31,0.96
gnome-jabber.csv,0.67,0.45,0.23,0.29,0.97
nutz.csv,0.68,0.58,1.0,0.21,0.94
