,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.43,0.96,0.32,0.37,0.29
bdbbasic.csv,0.42,0.46,0.61,0.95,0.38
empyrean.csv,1.0,0.65,0.73,0.58,0.24
gnome-jabber.csv,0.9,0.75,0.79,0.95,1.0
nutz.csv,0.57,0.27,0.9,0.53,0.84
