,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.65,0.52,0.96,0.71,0.86
bdbbasic.csv,0.49,0.45,0.5,0.61,0.4
empyrean.csv,0.51,0.54,0.49,0.56,0.83
gnome-jabber.csv,0.48,0.47,0.46,0.4,0.52
nutz.csv,0.6,0.83,0.69,0.53,0.6
