,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.52,0.45,0.67,0.44,0.67
bdbbasic.csv,0.42,0.37,0.45,0.48,0.55
empyrean.csv,0.56,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.55,0.4,0.54,0.38,0.47
nutz.csv,0.66,0.6,0.55,0.47,0.56
