,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.71,0.69,0.4,0.47,0.06
bdbbasic.csv,0.63,0.62,0.41,0.71,0.34
empyrean.csv,0.78,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.5,0.55,0.44,0.46,0.76
nutz.csv,0.63,0.45,0.65,0.3,0.94
