,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.66,0.67,0.56,0.66,0.04
bdbbasic.csv,0.56,0.54,0.57,0.8,0.25
empyrean.csv,0.74,0.0,0.0,0.0,0.0
gnome-jabber.csv,0.44,0.58,0.58,0.63,0.65
nutz.csv,0.56,0.45,0.75,0.3,0.53
