,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.17,0.22,0.0,0.32,0.14,0.29,0.0,0.36,0.38,0.23,0.92,0.98,0.54,0.35,0.52,0.3,0.33,0.51,0.98,0.6
baadengine.csv,0.18,0.86,0.5,0.74,0.28,0.35,1.0,0.8,0.98,0.45,0.74,0.96,0.95,0.88,0.35,0.95,0.48,0.58,1.0,1.0
bibedt.csv,0.08,0.35,1.0,0.53,0.38,0.83,0.54,0.35,0.81,0.04,0.18,0.1,0.22,0.12,0.05,0.36,0.18,0.54,0.15,0.0
cascading.csv,0.56,0.71,1.0,0.44,0.45,0.56,0.35,0.6,0.61,0.04,0.52,0.77,0.44,0.5,0.56,0.62,0.42,0.37,0.15,0.0
dataobjectsdotnet.csv,0.75,0.94,1.0,0.34,0.21,0.06,0.29,0.49,0.19,0.98,0.62,0.42,0.54,0.04,0.71,0.55,0.3,0.34,0.54,0.0
gnome-jabber.csv,0.17,0.57,0.5,0.56,0.66,0.24,0.53,0.58,0.38,0.94,0.45,0.79,0.76,0.5,0.33,0.51,0.67,0.59,0.54,0.2
gogoego.csv,0.31,0.55,1.0,0.46,0.69,0.87,1.0,0.32,0.55,0.79,0.4,0.29,0.44,0.19,0.86,0.69,0.88,0.33,0.07,1.0
httpcontentparser.csv,0.39,0.52,0.5,0.37,0.52,0.11,0.0,0.47,0.83,0.02,0.23,0.69,0.39,0.31,0.77,0.42,0.55,0.4,0.24,0.0
impala.csv,0.11,0.71,0.25,0.55,0.86,0.89,0.56,0.64,0.63,0.53,0.92,0.44,0.76,0.69,0.16,0.25,0.52,0.71,0.61,0.8
jaxlib.csv,0.16,0.34,0.5,0.59,0.66,0.46,0.21,0.53,0.12,0.72,0.41,0.06,0.22,0.23,0.11,0.36,0.33,0.25,0.26,0.0
jgameai.csv,0.25,0.45,0.0,0.12,0.07,0.35,0.75,0.18,0.23,0.06,0.36,0.27,0.51,0.69,0.02,0.29,0.09,0.11,0.0,0.6
jhotdraw.csv,0.47,0.45,0.75,0.72,0.93,0.71,0.0,0.93,0.14,0.62,0.11,0.48,0.05,0.12,0.35,0.43,0.61,0.51,0.04,0.6
loki-lib.csv,0.08,0.48,0.75,0.74,0.21,0.46,0.96,0.56,0.68,0.6,0.32,0.65,0.61,0.58,0.08,0.49,0.15,0.55,0.26,1.0
patterntesting.csv,1.0,0.97,1.0,0.95,0.86,0.94,0.94,0.96,0.85,0.23,0.98,0.96,0.9,0.88,0.98,0.79,0.88,0.79,0.89,0.8
pokeglobal.csv,0.64,0.72,1.0,0.26,0.24,0.43,0.88,0.46,0.8,0.98,0.51,0.62,0.8,0.62,0.83,0.79,0.55,0.32,0.24,0.2
snakeyaml.csv,0.48,0.49,0.75,0.37,0.21,0.33,0.28,0.24,0.46,0.02,0.35,0.56,0.07,0.08,0.18,0.19,0.18,0.28,0.04,0.0
unflobtactical.csv,0.81,0.77,1.0,0.59,0.52,0.79,0.04,0.69,0.59,0.64,0.51,0.71,0.37,0.27,0.42,0.66,0.33,0.33,0.15,0.2
werx.csv,0.99,0.85,0.0,1.0,0.97,0.98,1.0,0.94,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.96,0.97,1.0,1.0,1.0
zealos.csv,0.24,0.63,1.0,0.43,0.03,0.59,0.38,0.82,0.86,0.64,0.55,0.75,0.63,0.54,0.79,0.45,0.85,0.57,0.52,0.4
