,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.1,0.95,0.06,0.0,0.14,0.35,0.0,0.46,0.43,0.47,0.3,0.09,0.57,0.43,0.67,0.32,0.34,0.47,0.09,0.55
baadengine.csv,0.75,0.41,0.23,0.64,0.54,0.22,0.0,0.54,0.09,0.73,0.58,0.17,0.21,0.39,0.8,0.21,0.65,0.51,0.0,0.0
bibedt.csv,0.25,0.43,0.0,0.82,0.53,0.46,0.71,0.4,0.5,0.35,0.59,0.55,0.63,0.45,0.09,0.39,0.41,0.51,0.32,0.06
cascading.csv,0.69,0.49,0.0,0.86,0.72,0.62,0.69,0.62,0.64,0.48,0.57,0.4,0.67,0.69,0.69,0.48,0.69,0.44,0.39,0.05
dataobjectsdotnet.csv,0.52,0.24,0.0,0.91,0.43,0.18,0.73,0.62,0.3,0.09,0.71,0.51,0.57,0.11,0.6,0.47,0.51,0.63,0.63,0.0
gnome-jabber.csv,0.42,0.41,0.6,0.0,0.56,0.27,0.49,0.58,0.5,0.24,0.59,0.57,0.46,0.44,0.64,0.57,0.63,0.54,0.58,0.62
gogoego.csv,0.58,0.0,0.0,0.85,0.56,0.39,0.0,0.44,0.57,0.52,0.52,0.0,0.59,0.38,0.42,0.53,0.4,0.44,0.28,0.0
httpcontentparser.csv,0.33,0.23,0.34,0.0,0.59,0.05,0.09,0.55,0.48,0.24,0.75,0.45,0.52,0.54,0.55,0.46,0.52,0.42,0.35,0.02
impala.csv,0.12,0.59,0.4,0.8,0.41,0.38,0.46,0.52,0.51,0.26,0.29,0.0,0.61,0.62,0.22,0.66,0.4,0.52,0.6,0.48
jaxlib.csv,0.33,0.23,0.25,0.0,0.59,0.57,0.63,0.61,0.23,0.54,0.64,0.99,0.54,0.65,0.13,0.32,0.54,0.31,0.42,0.1
jgameai.csv,0.09,0.73,0.06,0.0,0.18,0.63,0.36,0.13,0.07,0.12,0.18,0.53,0.5,0.36,0.05,0.32,0.21,0.06,0.09,0.48
jhotdraw.csv,0.51,0.59,0.56,0.66,0.27,0.6,0.0,0.26,0.62,0.4,0.24,0.5,0.0,0.13,0.54,0.31,0.63,0.32,0.12,0.26
loki-lib.csv,0.46,0.42,0.52,0.64,0.66,0.62,0.17,0.59,0.52,0.68,0.57,0.46,0.54,0.43,0.13,0.61,0.37,0.48,0.7,0.0
patterntesting.csv,0.0,0.13,0.0,0.21,0.45,0.24,0.24,0.17,0.45,0.79,0.09,0.17,0.33,0.4,0.09,0.42,0.39,0.52,0.37,0.53
pokeglobal.csv,0.61,0.49,0.0,0.93,0.76,0.48,0.4,0.59,0.52,0.09,0.74,0.0,0.5,0.44,0.44,0.54,0.72,0.49,0.49,0.16
snakeyaml.csv,0.34,0.23,0.23,0.89,0.45,0.35,0.56,0.33,0.74,0.27,0.69,0.49,0.0,0.42,0.72,0.14,0.3,0.41,0.04,0.19
unflobtactical.csv,0.5,0.53,0.0,0.78,0.66,0.53,0.45,0.63,0.67,0.71,0.74,0.67,0.68,0.71,0.67,0.44,0.61,0.48,0.46,0.25
werx.csv,0.05,0.47,0.98,0.0,0.13,0.09,0.0,0.24,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.17,0.13,0.0,0.0,0.0
zealos.csv,0.55,0.53,0.0,0.0,0.42,0.68,0.78,0.48,0.43,0.69,0.56,0.62,0.59,0.68,0.48,0.31,0.45,0.51,0.56,0.4
