,orc.csv,magicwars.csv,haggle.csv,java-gnome.csv,archive-crawler.csv,servicestack.csv,gisgraphy.csv
archive-crawler.csv,0.12,0.3,0.6,0.8,0.98,0.2,0.34
gisgraphy.csv,0.07,0.4,0.56,0.48,0.21,0.43,1.0
haggle.csv,0.27,0.38,0.98,0.32,0.39,0.43,0.21
java-gnome.csv,0.3,0.26,0.41,0.99,0.47,0.32,0.38
magicwars.csv,0.16,0.92,0.78,0.88,0.46,0.42,0.43
orc.csv,1.0,0.19,0.0,0.15,0.29,0.37,0.5
servicestack.csv,0.24,0.34,0.54,0.03,0.38,0.9,0.21
