,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.21,0.6,0.55,0.68,0.71
lcfizvtop.csv,0.75,0.56,0.45,0.44,0.31
migen.csv,0.64,0.3,0.14,0.11,0.17
mvnforum.csv,0.0,0.21,0.32,0.84,0.19
plplot.csv,0.93,0.72,0.73,0.23,0.38
