,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.79,0.58,0.74,0.57,0.27
lcfizvtop.csv,0.46,0.63,0.41,0.57,0.86
migen.csv,0.52,0.71,0.07,0.17,0.31
mvnforum.csv,0.0,0.36,0.67,0.39,0.11
plplot.csv,0.27,0.54,0.54,0.65,0.3
