,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,1.0,0.57,0.16,0.38,0.73,0.68,0.86,0.68,0.33,0.32,0.26,0.99,0.77,0.5,0.17,0.83,0.5,0.23,0.74,0.58
ardour.csv,0.67,0.56,0.23,0.46,0.81,0.53,0.84,0.58,0.39,0.33,0.18,0.62,1.0,0.87,0.15,0.8,0.7,0.25,0.61,0.79
arianne.csv,0.5,1.0,0.18,0.27,0.78,0.54,0.7,0.62,0.25,0.32,0.18,0.61,0.69,0.56,0.11,0.71,0.48,0.18,0.63,0.38
bacnet.csv,0.65,0.48,0.16,0.48,0.67,0.91,0.91,0.79,0.25,0.97,0.21,0.69,0.7,0.74,0.34,0.86,0.77,0.28,0.7,0.57
cortex-vfx.csv,0.52,0.59,0.26,0.38,0.76,0.49,0.79,0.47,0.26,0.31,0.21,0.62,0.82,0.6,0.29,0.8,0.52,1.0,0.66,0.57
emeraldemu.csv,0.48,0.49,0.24,1.0,0.42,0.56,0.8,0.86,0.31,0.41,0.22,0.7,0.61,0.81,0.15,0.67,0.67,0.37,0.51,0.53
fritzing.csv,1.0,0.51,0.22,0.42,0.58,0.66,0.81,0.56,0.39,0.37,0.27,0.66,0.62,0.71,0.15,0.85,0.61,0.23,0.66,0.49
gnupdate.csv,0.72,0.5,0.25,0.51,0.65,0.71,0.85,0.72,0.4,0.33,1.0,0.83,0.75,0.75,0.26,0.76,0.6,0.26,0.8,0.61
grafx2.csv,0.64,0.49,0.13,0.47,0.5,0.56,0.79,1.0,0.27,0.35,0.31,0.63,0.65,0.76,0.24,0.79,0.48,0.24,0.6,0.53
gstreamer.csv,0.59,0.52,0.17,0.41,0.57,0.65,0.86,0.82,0.23,0.4,0.24,0.75,0.66,0.6,0.24,0.82,0.62,0.25,1.0,0.58
keyczar.csv,0.5,0.62,0.17,0.31,0.6,0.63,0.78,0.65,0.25,0.38,0.2,0.63,0.64,0.62,0.18,0.94,0.48,0.23,0.64,0.44
linux-ntfs.csv,0.53,0.56,0.22,0.42,0.76,0.61,0.78,0.56,0.32,0.3,0.2,0.6,0.69,0.59,0.22,0.86,0.55,0.29,0.58,1.0
multitude.csv,0.62,0.51,0.19,0.45,0.6,0.78,0.87,0.54,0.38,0.31,0.43,0.69,0.65,1.0,0.22,0.79,0.6,0.35,0.65,0.55
planeshift.csv,0.6,0.57,0.13,0.36,0.6,0.62,0.99,0.78,0.25,0.42,0.19,0.65,0.59,0.61,0.23,0.77,0.5,0.22,0.68,0.52
rsyslog.csv,0.57,0.55,0.19,0.37,0.59,1.0,0.78,0.64,0.21,0.34,0.24,0.68,0.64,0.61,0.19,0.86,0.54,0.24,0.67,0.5
salasaga.csv,0.41,0.47,0.08,0.3,0.38,0.46,0.74,0.51,0.15,0.3,0.15,0.59,0.51,0.44,1.0,0.77,0.37,0.26,0.48,0.46
wow-qrsk.csv,0.59,0.47,0.39,0.62,0.56,0.43,0.76,0.5,1.0,0.32,0.13,0.6,0.84,0.59,0.14,1.0,0.55,0.3,0.44,0.47
xmoto.csv,0.57,0.57,0.15,0.41,0.74,0.54,0.84,0.53,0.22,0.34,0.17,0.63,0.61,0.67,0.19,0.79,1.0,0.27,0.65,0.54
xuggle.csv,0.51,0.46,0.97,0.67,0.8,0.62,0.78,0.62,0.67,0.32,0.21,0.58,0.83,0.89,0.11,1.0,0.8,0.39,0.65,0.67
yield.csv,0.59,0.53,0.16,0.35,0.98,0.52,0.8,0.53,0.25,0.33,0.17,0.67,0.61,0.54,0.16,0.82,0.5,0.23,0.59,0.46
