,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.88,0.85,0.69,0.73,0.87,0.56,0.84,0.72,0.73,0.86,0.62,0.03,0.81,0.91,0.84,0.9,0.82,0.75,0.52,0.75
ardour.csv,0.56,0.79,0.58,0.49,0.67,0.88,0.57,0.75,0.44,0.77,0.86,0.87,0.02,0.6,0.97,0.72,0.46,0.65,0.75,0.59
arianne.csv,0.75,0.04,0.72,0.78,0.67,0.68,0.81,0.69,0.67,0.75,0.78,0.79,0.49,0.72,0.89,0.82,0.73,0.78,0.63,0.85
bacnet.csv,0.59,0.75,0.59,0.49,0.53,0.62,0.58,0.66,0.59,0.08,0.72,0.65,0.57,0.66,0.65,0.5,0.54,0.7,0.59,0.62
cortex-vfx.csv,0.65,0.82,0.53,0.67,0.8,0.88,0.76,0.86,0.62,0.75,0.66,0.76,0.66,0.68,0.66,0.92,0.65,0.05,0.72,0.62
emeraldemu.csv,0.81,0.87,0.63,0.05,0.89,0.72,0.64,0.56,0.53,0.78,0.9,0.76,0.64,0.67,0.77,0.93,0.58,0.5,0.79,0.62
fritzing.csv,0.01,0.71,0.42,0.53,0.56,0.5,0.67,0.82,0.42,0.67,0.55,0.65,0.63,0.64,1.0,0.6,0.58,0.71,0.58,0.72
gnupdate.csv,0.53,0.79,0.63,0.62,0.54,0.64,0.75,0.71,0.53,0.8,0.1,0.82,0.58,0.77,0.56,0.75,0.57,0.64,0.66,0.63
grafx2.csv,0.62,0.72,0.64,0.49,0.69,0.65,0.67,0.09,0.55,0.69,0.56,0.72,0.58,0.63,0.49,0.8,0.67,0.66,0.68,0.73
gstreamer.csv,0.61,0.72,0.61,0.54,0.67,0.63,0.5,0.59,0.62,0.76,0.62,0.59,0.55,0.65,0.52,0.62,0.56,0.63,0.02,0.54
keyczar.csv,0.91,0.76,0.52,0.82,0.53,0.53,0.7,0.56,0.59,0.74,0.78,0.9,0.61,0.61,0.73,0.2,0.67,0.88,0.63,0.77
linux-ntfs.csv,0.68,0.76,0.58,0.53,0.75,0.59,0.68,0.8,0.5,0.76,0.79,0.77,0.56,0.71,0.61,0.64,0.62,0.85,0.72,0.04
multitude.csv,0.51,0.77,0.54,0.48,0.54,0.49,0.51,0.74,0.42,0.77,0.4,0.67,0.57,0.08,0.55,0.69,0.48,0.46,0.66,0.59
planeshift.csv,0.92,0.73,0.66,0.69,0.53,0.57,0.03,0.41,0.62,0.6,0.72,0.79,0.77,0.59,0.52,0.87,0.66,0.82,0.55,0.71
rsyslog.csv,0.57,0.63,0.46,0.61,0.57,0.04,0.77,0.54,0.69,0.75,0.59,0.61,0.6,0.58,0.62,0.57,0.57,0.65,0.56,0.68
salasaga.csv,0.89,0.89,0.92,0.8,0.97,0.96,0.9,0.93,0.93,0.98,0.95,0.94,0.81,0.95,0.07,0.87,0.98,0.68,0.93,0.76
wow-qrsk.csv,0.55,0.81,0.53,0.54,0.79,0.87,0.71,0.76,0.07,0.96,0.87,0.75,0.52,0.71,0.96,0.96,0.63,0.64,0.91,0.74
xmoto.csv,0.59,0.65,0.62,0.54,0.56,0.77,0.51,0.97,0.67,0.95,0.93,0.87,0.67,0.53,0.71,0.64,0.0,0.6,0.64,0.65
xuggle.csv,0.71,0.86,0.17,0.83,0.94,0.57,0.77,0.78,0.83,0.78,0.67,0.81,0.79,0.88,0.97,0.88,0.89,0.91,0.6,0.85
yield.csv,0.55,0.68,0.59,0.73,0.02,0.85,0.7,0.97,0.63,0.84,0.88,0.74,0.7,0.72,0.87,0.56,0.65,0.88,0.88,0.79
