,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.22,0.25,0.22,0.34,0.22,0.58,0.27,0.42,0.3,0.21,0.33,0.98,0.31,0.16,0.18,0.19,0.28,0.27,0.63,0.37
ardour.csv,0.56,0.33,0.31,0.54,0.47,0.68,0.66,0.7,0.48,0.45,0.3,0.71,0.99,0.55,0.27,0.47,0.64,0.33,0.69,0.55
arianne.csv,0.38,0.98,0.22,0.3,0.47,0.52,0.42,0.45,0.31,0.4,0.29,0.63,0.73,0.42,0.19,0.37,0.39,0.24,0.67,0.4
bacnet.csv,0.54,0.42,0.24,0.53,0.59,0.54,0.59,0.48,0.35,0.95,0.26,0.54,0.58,0.48,0.35,0.72,0.59,0.31,0.58,0.51
cortex-vfx.csv,0.57,0.28,0.35,0.38,0.32,0.58,0.41,0.53,0.33,0.37,0.31,0.41,0.49,0.47,0.32,0.15,0.48,0.97,0.42,0.51
emeraldemu.csv,0.59,0.61,0.3,0.97,0.51,0.43,0.78,0.58,0.4,0.3,0.14,0.38,0.66,0.48,0.25,0.15,0.53,0.45,0.43,0.59
fritzing.csv,0.99,0.44,0.33,0.52,0.61,0.69,0.54,0.7,0.49,0.47,0.37,0.63,0.67,0.5,0.26,0.59,0.53,0.34,0.7,0.57
gnupdate.csv,0.59,0.33,0.31,0.45,0.58,0.5,0.4,0.43,0.45,0.28,0.95,0.3,0.57,0.35,0.34,0.46,0.55,0.38,0.49,0.5
grafx2.csv,0.5,0.51,0.21,0.54,0.47,0.55,0.73,0.95,0.38,0.4,0.38,0.49,0.61,0.51,0.36,0.35,0.5,0.35,0.52,0.39
gstreamer.csv,0.52,0.43,0.25,0.52,0.46,0.51,0.72,0.55,0.33,0.32,0.33,0.58,0.65,0.5,0.35,0.61,0.55,0.36,0.99,0.63
keyczar.csv,0.16,0.36,0.29,0.44,0.68,0.68,0.73,0.76,0.36,0.53,0.33,0.75,0.72,0.73,0.3,0.96,0.53,0.37,0.69,0.48
linux-ntfs.csv,0.47,0.37,0.3,0.5,0.38,0.57,0.65,0.33,0.42,0.36,0.22,0.42,0.59,0.43,0.3,0.54,0.51,0.2,0.48,0.98
multitude.csv,0.65,0.36,0.28,0.55,0.6,0.64,0.69,0.62,0.48,0.33,0.52,0.51,0.74,0.96,0.34,0.53,0.66,0.47,0.5,0.58
planeshift.csv,0.15,0.41,0.22,0.52,0.65,0.62,0.99,0.71,0.38,0.56,0.29,0.73,0.71,0.68,0.36,0.83,0.6,0.34,0.7,0.65
rsyslog.csv,0.61,0.6,0.31,0.48,0.69,0.98,0.79,0.69,0.33,0.45,0.35,0.65,0.71,0.6,0.31,0.63,0.62,0.34,0.71,0.57
salasaga.csv,0.49,0.59,0.14,0.42,0.46,0.57,0.76,0.64,0.24,0.43,0.24,0.66,0.53,0.51,0.96,0.83,0.46,0.32,0.51,0.52
wow-qrsk.csv,0.61,0.54,0.43,0.54,0.32,0.46,0.57,0.41,0.96,0.47,0.21,0.47,0.62,0.43,0.25,0.08,0.49,0.35,0.4,0.4
xmoto.csv,0.65,0.49,0.25,0.54,0.57,0.65,0.79,0.69,0.34,0.5,0.28,0.73,0.68,0.62,0.32,0.66,1.0,0.38,0.73,0.65
xuggle.csv,0.6,0.54,0.89,0.27,0.12,0.6,0.4,0.34,0.28,0.31,0.29,0.34,0.34,0.22,0.05,0.22,0.2,0.15,0.65,0.25
yield.csv,0.64,0.6,0.27,0.49,0.98,0.65,0.81,0.69,0.38,0.47,0.28,0.77,0.72,0.6,0.27,0.75,0.59,0.37,0.72,0.55
