,fritzing.csv,arianne.csv,xuggle.csv,emeraldemu.csv,yield.csv,rsyslog.csv,planeshift.csv,grafx2.csv,wow-qrsk.csv,bacnet.csv,gnupdate.csv,alsa.csv,ardour.csv,multitude.csv,salasaga.csv,keyczar.csv,xmoto.csv,cortex-vfx.csv,gstreamer.csv,linux-ntfs.csv
alsa.csv,0.89,0.96,0.79,0.74,0.91,0.63,0.96,0.63,0.89,0.95,0.59,0.46,0.95,0.92,0.83,0.83,0.93,0.74,0.44,0.83
ardour.csv,0.48,0.7,0.68,0.47,0.65,0.53,0.43,0.55,0.55,0.45,0.53,0.41,0.45,0.6,0.53,0.6,0.43,0.54,0.4,0.57
arianne.csv,0.73,0.52,0.82,0.63,0.74,0.58,0.79,0.62,0.68,0.49,0.54,0.44,0.42,0.69,0.63,0.88,0.76,0.72,0.37,0.45
bacnet.csv,0.57,0.59,0.62,0.55,0.57,0.64,0.49,0.47,0.55,0.64,0.67,0.55,0.49,0.61,0.66,0.57,0.64,0.6,0.49,0.48
cortex-vfx.csv,0.63,0.97,0.78,0.69,0.94,0.62,0.83,0.67,0.79,0.64,0.77,0.8,0.66,0.83,0.68,0.8,0.77,0.89,0.71,0.52
emeraldemu.csv,0.49,0.44,0.74,0.62,0.56,0.62,0.36,0.5,0.67,0.68,0.89,0.64,0.41,0.63,0.66,0.83,0.62,0.46,0.73,0.56
fritzing.csv,0.55,0.6,0.62,0.45,0.51,0.55,0.59,0.51,0.59,0.52,0.6,0.53,0.44,0.69,0.53,0.58,0.68,0.55,0.4,0.43
gnupdate.csv,0.52,0.88,0.85,0.69,0.59,0.71,0.78,0.67,0.67,0.81,0.94,0.97,0.51,0.85,0.52,0.76,0.57,0.47,0.66,0.56
grafx2.csv,0.68,0.49,0.63,0.52,0.7,0.76,0.4,0.41,0.58,0.58,0.59,0.49,0.48,0.67,0.45,0.79,0.55,0.51,0.59,0.8
gstreamer.csv,0.5,0.63,0.66,0.45,0.62,0.59,0.4,0.5,0.51,0.72,0.44,0.59,0.43,0.55,0.44,0.5,0.59,0.44,0.46,0.39
keyczar.csv,0.93,0.71,0.44,0.36,0.41,0.5,0.4,0.45,0.46,0.37,0.39,0.35,0.37,0.37,0.46,0.42,0.43,0.4,0.34,0.34
linux-ntfs.csv,0.66,0.8,0.8,0.55,0.76,0.61,0.5,0.78,0.63,0.61,0.76,0.56,0.58,0.76,0.76,0.73,0.58,0.98,0.66,0.56
multitude.csv,0.42,0.67,0.68,0.45,0.49,0.56,0.41,0.61,0.53,0.74,0.9,0.62,0.38,0.5,0.5,0.5,0.47,0.47,0.57,0.45
planeshift.csv,0.9,0.61,0.51,0.39,0.48,0.5,0.37,0.33,0.41,0.37,0.41,0.34,0.39,0.43,0.44,0.46,0.44,0.46,0.33,0.36
rsyslog.csv,0.42,0.45,0.44,0.42,0.44,0.56,0.33,0.42,0.42,0.38,0.39,0.42,0.35,0.47,0.5,0.5,0.44,0.4,0.38,0.35
salasaga.csv,0.6,0.44,0.59,0.46,0.59,0.61,0.42,0.57,0.51,0.42,0.55,0.45,0.56,0.57,0.92,0.46,0.54,0.74,0.59,0.6
wow-qrsk.csv,0.49,0.48,0.84,0.75,0.96,0.73,0.59,0.83,0.85,0.42,0.7,0.74,0.53,0.62,0.56,0.5,0.69,0.66,0.69,0.58
xmoto.csv,0.47,0.61,0.49,0.42,0.56,0.51,0.37,0.52,0.44,0.38,0.45,0.39,0.36,0.58,0.5,0.53,0.56,0.5,0.32,0.41
xuggle.csv,0.46,0.5,0.97,0.97,0.8,0.67,0.74,0.94,0.98,0.94,0.54,0.76,0.96,0.89,0.89,0.83,0.8,0.94,0.42,0.83
yield.csv,0.41,0.39,0.49,0.35,0.52,0.55,0.33,0.52,0.39,0.41,0.48,0.36,0.37,0.44,0.57,0.42,0.46,0.42,0.38,0.36
