,f1,g,recall,precision,pf,wins
decidr.csv,0.49,0.41500000000000004,0.895,0.375,0.865,5
doomlegacy.csv,0.48,0.525,0.795,0.39,0.55,10
elmo.csv,0.23,0.245,0.20500000000000002,0.575,0.11499999999999999,4
geochat.csv,0.24,0.36,0.34,0.32,0.36,1
gpac.csv,0.475,0.375,0.94,0.4,0.825,6
illumination.csv,0.11499999999999999,0.095,0.155,0.14,0.095,0
ktc.csv,0.46499999999999997,0.52,0.5,0.5700000000000001,0.24,17
neoengine.csv,0.49,0.605,0.71,0.51,0.51,16
nicepress.csv,0.525,0.5,0.6950000000000001,0.435,0.45,11
omseek.csv,0.22999999999999998,0.175,0.14500000000000002,0.46499999999999997,0.05,2
open-ms.csv,0.35,0.47,0.495,0.47,0.295,8
pi-qmc.csv,0.39,0.485,0.63,0.405,0.54,7
rosegarden.csv,0.495,0.535,0.6799999999999999,0.445,0.41500000000000004,12
smarttag.csv,0.535,0.6,0.675,0.445,0.49,13
sylpheed-claws.csv,0.535,0.195,0.97,0.37,0.95,3
tango-cs.csv,0.53,0.575,0.815,0.395,0.7150000000000001,9
xemeiah.csv,0.505,0.545,0.625,0.42,0.315,14
zscreen.csv,0.495,0.585,0.665,0.44499999999999995,0.39,15
