,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.4,0.09,0.42,0.62,0.27,0.35,0.81,0.54,0.48,0.27,0.52,0.12,0.76,0.2,0.28,0.2,0.42,0.25
doomlegacy.csv,0.55,0.2,0.38,0.77,0.38,0.44,0.56,0.67,0.67,0.25,0.54,0.14,0.85,0.22,0.28,0.25,0.4,0.23
elmo.csv,0.6,0.12,0.62,0.64,0.43,0.6,0.71,0.6,0.88,0.0,0.12,0.17,0.84,0.26,0.62,0.22,0.55,0.38
geochat.csv,0.21,0.06,0.31,0.58,0.19,0.36,0.58,0.46,0.47,0.2,0.33,0.02,0.75,0.21,0.21,0.15,0.4,0.39
gpac.csv,0.49,0.07,0.39,0.68,0.33,0.41,0.56,0.72,0.48,0.28,0.46,0.14,0.75,0.22,0.29,0.25,0.42,0.25
illumination.csv,0.0,0.06,0.47,0.51,0.0,0.38,0.6,0.0,0.0,0.21,0.42,0.07,0.0,0.61,0.29,0.0,0.0,0.27
ktc.csv,0.67,0.1,0.63,0.82,0.58,0.54,0.74,0.56,0.64,0.35,0.7,0.21,0.87,0.23,0.67,0.32,0.45,0.36
neoengine.csv,0.59,0.07,0.59,0.76,0.43,0.47,0.67,0.55,0.56,0.3,0.55,0.14,0.79,0.21,0.62,0.22,0.43,0.29
nicepress.csv,0.49,0.08,0.38,0.66,0.43,0.66,0.67,0.53,0.48,0.26,0.66,0.17,0.88,0.29,0.31,0.23,0.44,0.28
omseek.csv,0.77,0.0,0.77,0.0,0.81,0.29,0.58,0.5,0.62,0.28,0.68,0.28,1.0,0.43,1.0,0.43,0.42,0.33
open-ms.csv,0.56,0.09,0.51,0.75,0.53,0.46,0.54,0.48,0.65,0.33,0.39,0.19,0.82,0.25,0.52,0.28,0.34,0.25
pi-qmc.csv,0.39,0.06,0.47,0.66,0.29,0.42,0.66,0.52,0.48,0.22,0.44,0.13,0.75,0.22,0.68,0.25,0.37,0.25
rosegarden.csv,0.6,0.08,0.4,0.86,0.54,0.49,0.55,0.64,0.61,0.38,0.56,0.16,0.79,0.14,0.33,0.23,0.37,0.19
smarttag.csv,0.46,0.1,0.37,0.67,0.4,0.5,0.65,0.6,0.56,0.39,0.57,0.13,0.78,0.24,0.71,0.21,0.43,0.29
sylpheed-claws.csv,0.42,0.07,0.4,0.61,0.29,0.34,0.6,0.65,0.68,0.28,0.46,0.11,0.75,0.21,0.28,0.21,0.45,0.32
tango-cs.csv,0.45,0.14,0.44,0.64,0.31,0.35,0.67,0.58,0.49,0.27,0.56,0.12,0.8,0.22,0.26,0.21,0.54,0.25
xemeiah.csv,0.61,0.11,0.42,0.87,0.41,0.42,0.59,0.59,0.53,0.27,0.71,0.21,0.83,0.0,0.48,0.24,0.42,0.25
zscreen.csv,0.59,0.14,0.56,0.88,0.39,0.4,0.58,0.6,1.0,0.25,0.56,0.17,0.83,0.19,0.48,0.25,0.41,0.26
