,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.55,0.66,0.63,0.17,0.31,0.13,0.74,0.0,0.0,0.35,0.59,0.55,0.55,0.43,0.0,0.39,0.58,0.4
doomlegacy.csv,0.76,0.24,0.09,0.55,0.71,0.72,0.13,0.25,0.38,0.13,0.67,0.68,0.71,0.53,0.0,0.64,0.52,0.31
elmo.csv,0.36,0.61,0.05,0.24,0.25,0.1,0.28,0.06,0.15,0.0,0.01,0.28,0.24,0.39,0.5,0.28,0.31,0.2
geochat.csv,0.25,0.46,0.39,0.48,0.21,0.13,0.35,0.37,0.52,0.09,0.04,0.04,0.41,0.39,0.16,0.37,0.11,0.59
gpac.csv,0.26,0.17,0.42,0.57,0.51,0.66,0.0,0.68,0.09,0.3,0.24,0.66,0.49,0.3,0.21,0.61,0.57,0.33
illumination.csv,0.0,0.38,0.1,0.39,0.0,0.61,0.02,0.0,0.0,0.38,0.45,0.33,0.0,0.83,0.09,0.0,0.0,0.27
ktc.csv,0.77,0.44,0.67,0.24,0.61,0.44,0.54,0.51,0.49,0.53,0.28,0.67,0.59,0.49,0.6,0.52,0.52,0.31
neoengine.csv,0.55,0.17,0.64,0.59,0.48,0.72,0.69,0.09,0.67,0.62,0.28,0.68,0.63,0.55,0.75,0.58,0.47,0.64
nicepress.csv,0.63,0.54,0.17,0.44,0.7,0.76,0.67,0.24,0.13,0.45,0.62,0.4,0.41,0.45,0.6,0.6,0.62,0.46
omseek.csv,0.35,0.0,0.11,0.0,0.25,0.07,0.22,0.02,0.11,0.54,0.26,0.64,0.02,0.21,0.17,0.18,0.52,0.09
open-ms.csv,0.73,0.44,0.62,0.24,0.65,0.35,0.5,0.21,0.27,0.17,0.24,0.72,0.69,0.5,0.76,0.54,0.43,0.09
pi-qmc.csv,0.38,0.33,0.69,0.58,0.29,0.55,0.43,0.0,0.09,0.44,0.34,0.64,0.53,0.54,0.79,0.49,0.48,0.57
rosegarden.csv,0.78,0.57,0.4,0.46,0.71,0.6,0.52,0.63,0.43,0.47,0.41,0.7,0.63,0.07,0.64,0.55,0.34,0.2
smarttag.csv,0.63,0.7,0.09,0.59,0.58,0.62,0.53,0.5,0.46,0.53,0.68,0.61,0.61,0.61,0.71,0.57,0.61,0.54
sylpheed-claws.csv,0.38,0.0,0.38,0.0,0.3,0.0,0.58,0.66,0.71,0.46,0.0,0.0,0.0,0.09,0.0,0.05,0.64,0.62
tango-cs.csv,0.63,0.76,0.64,0.37,0.61,0.24,0.71,0.57,0.53,0.13,0.71,0.57,0.64,0.53,0.37,0.58,0.64,0.42
xemeiah.csv,0.65,0.24,0.62,0.33,0.62,0.69,0.52,0.64,0.62,0.53,0.77,0.41,0.42,0.0,0.54,0.55,0.58,0.24
zscreen.csv,0.73,0.24,0.7,0.77,0.66,0.65,0.59,0.06,0.09,0.39,0.7,0.69,0.52,0.51,0.54,0.64,0.58,0.49
