,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.0,0.2,0.14,0.2
freelords.csv,0.87,0.86,0.04,0.4
jfreereport.csv,0.19,0.0,0.39,0.6
super-tux.csv,1.0,0.54,0.43,0.4
