,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.52,0.7,0.92,0.92
freelords.csv,0.38,0.45,0.44,0.45
jfreereport.csv,0.86,0.99,0.97,0.97
super-tux.csv,0.29,0.43,0.45,0.44
