,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.53,0.53,0.64,0.71,0.57,0.02,0.69,0.73,0.7,0.67
fontforge.csv,0.64,0.61,0.74,0.71,0.69,0.74,0.35,0.03,0.69,0.81
hatari.csv,0.47,0.55,0.08,0.72,0.57,0.58,0.31,0.88,0.77,0.81
jcl.csv,0.93,0.62,0.97,0.86,1.0,0.97,1.0,1.0,0.0,0.92
ltp.csv,0.72,0.81,0.68,0.74,0.02,0.65,0.54,0.69,0.89,0.62
net-snmp.csv,0.02,0.52,0.77,0.81,0.71,0.7,0.46,0.65,0.6,0.62
opde.csv,0.85,0.67,0.89,0.16,0.51,0.73,0.44,0.81,0.62,0.9
powerfolder-.csv,0.76,0.03,0.83,0.88,0.86,0.78,0.06,0.69,0.57,0.92
quantlib.csv,0.86,0.68,0.9,0.91,0.88,0.72,0.19,0.61,0.91,0.0
