,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.35,0.45,0.42,0.31,0.49,0.01,0.69,0.29,0.49,0.24
fontforge.csv,0.47,0.38,0.58,0.44,0.57,0.62,0.35,0.03,0.47,0.29
hatari.csv,0.37,0.31,0.08,0.69,0.47,0.38,0.31,0.87,0.27,0.29
jcl.csv,0.0,0.07,0.0,0.18,0.01,0.01,0.06,0.1,0.0,0.04
ltp.csv,0.22,0.53,0.28,0.29,0.02,0.42,0.54,0.42,0.41,0.29
net-snmp.csv,0.0,0.43,0.14,0.38,0.48,0.44,0.46,0.61,0.32,0.49
opde.csv,0.82,0.64,0.86,0.0,0.47,0.59,0.44,0.81,0.55,0.42
powerfolder-.csv,0.1,0.0,0.06,0.09,0.23,0.18,0.06,0.29,0.26,0.08
quantlib.csv,0.1,0.2,0.03,0.24,0.22,0.54,0.19,0.48,0.91,0.0
