,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,4.0,1.0,0.0,0.0,29.0,3.0,0.0,6.0,0.0,0.0,1.0,40.0,2.0,8.0,3.0,9.0,0.0,7.0
bscwweasel.csv,0.0,199.0,0.0,1.0,0.0,1.0,82.0,0.0,147.0,1.0,0.0,125.0,0.0,0.0,70.0,1.0,0.0,0.0
capcode.csv,5.0,199.0,1.0,0.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,13.0,4.0,13.0,2.0,7.0,1.0,6.0
dspace-gsoc.csv,3.0,9.0,0.0,1.0,9.0,3.0,0.0,2.0,1.0,0.0,0.0,64.0,6.0,7.0,0.0,8.0,1.0,0.0
emite.csv,10.0,1.0,1.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0,37.0,1.0,3.0,0.0,10.0,0.0,11.0
fbmanager.csv,11.0,1.0,0.0,0.0,14.0,3.0,6.0,0.0,1.0,0.0,0.0,41.0,1.0,0.0,1.0,1.0,0.0,0.0
freenet.csv,7.0,2.0,0.0,0.0,22.0,10.0,22.0,0.0,1.0,0.0,3.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0
geogebra.csv,7.0,3.0,0.0,1.0,40.0,11.0,17.0,2.0,0.0,0.0,0.0,76.0,0.0,0.0,3.0,0.0,0.0,18.0
megameknet.csv,5.0,1.0,1.0,1.0,33.0,14.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,2.0,3.0,8.0,0.0,0.0
ondex.csv,0.0,2.0,0.0,0.0,18.0,15.0,11.0,3.0,1.0,0.0,1.0,24.0,4.0,0.0,5.0,6.0,0.0,6.0
onotoa.csv,1.0,1.0,2.0,0.0,44.0,13.0,0.0,2.0,2.0,0.0,1.0,90.0,5.0,2.0,3.0,9.0,0.0,34.0
paintown.csv,0.0,1.0,0.0,2.0,8.0,1.0,15.0,2.0,0.0,0.0,1.0,40.0,0.0,1.0,1.0,38.0,1.0,0.0
powerfolder.csv,140.0,199.0,0.0,64.0,0.0,65.0,82.0,1.0,147.0,89.0,0.0,0.0,3.0,1.0,70.0,395.0,56.0,338.0
retromenu.csv,2.0,2.0,1.0,2.0,15.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,2.0,6.0,0.0,1.0
smbopensoft.csv,5.0,0.0,0.0,8.0,12.0,11.0,6.0,0.0,2.0,0.0,0.0,25.0,6.0,1.0,1.0,4.0,0.0,0.0
triplea.csv,14.0,0.0,0.0,2.0,43.0,17.0,18.0,1.0,0.0,0.0,1.0,52.0,0.0,2.0,0.0,4.0,0.0,0.0
tweetsharp.csv,1.0,1.0,0.0,1.0,10.0,8.0,7.0,3.0,2.0,0.0,0.0,69.0,1.0,7.0,1.0,9.0,0.0,4.0
xamj.csv,4.0,1.0,0.0,1.0,39.0,12.0,0.0,2.0,0.0,0.0,1.0,55.0,3.0,2.0,1.0,0.0,0.0,0.0
