,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.32,0.42,0.48,0.42,0.63,0.5,0.55,0.52,1.0,0.65,0.4,0.72,0.66,0.57,0.59,0.46,0.53,0.58
bscwweasel.csv,0.01,0.0,0.26,0.04,0.92,0.23,0.0,0.04,0.0,0.1,0.07,0.0,0.16,0.07,0.0,0.2,0.02,0.06
capcode.csv,0.34,0.0,0.14,0.18,0.18,0.06,0.86,0.15,0.21,0.18,0.32,0.64,0.3,0.11,0.07,0.32,0.06,0.1
dspace-gsoc.csv,0.39,0.63,0.6,0.6,0.46,0.5,0.59,0.52,0.22,0.56,1.0,0.39,0.47,0.52,0.29,0.54,0.52,0.62
emite.csv,0.41,0.44,0.28,0.42,0.59,0.45,0.28,0.41,0.6,0.55,0.22,0.61,0.46,0.46,0.95,0.45,0.47,0.48
fbmanager.csv,0.41,0.53,0.39,0.97,0.18,0.63,0.37,0.44,0.22,0.3,0.55,0.43,0.41,0.55,0.04,0.63,0.33,0.38
freenet.csv,0.52,0.17,0.54,0.45,0.32,0.58,0.51,0.98,0.47,0.48,0.52,0.49,0.59,0.49,0.19,0.53,0.31,0.59
geogebra.csv,0.05,0.07,0.6,0.11,0.56,0.49,0.45,0.53,0.13,0.53,0.38,0.52,0.47,0.28,0.29,0.96,0.24,0.52
megameknet.csv,0.51,0.35,0.51,0.54,0.51,0.58,0.52,0.52,0.53,0.54,0.5,0.7,0.95,0.47,0.42,0.65,0.56,0.46
ondex.csv,0.16,0.06,0.39,0.15,0.38,0.48,0.52,0.58,0.05,0.48,0.1,0.62,0.43,0.95,0.3,0.36,0.09,0.35
onotoa.csv,0.72,0.21,0.7,0.64,0.47,0.37,0.59,0.6,0.46,1.0,0.48,0.26,0.26,0.56,0.44,0.48,0.41,0.45
paintown.csv,0.98,0.61,0.52,0.72,0.58,0.73,0.56,0.57,0.45,0.45,0.43,0.82,0.59,0.56,0.44,0.63,0.5,0.6
powerfolder.csv,0.0,0.0,0.04,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.04,1.0,0.04,0.04,0.0,0.0,0.0,0.0
retromenu.csv,0.15,0.2,0.26,0.07,0.18,1.0,0.29,0.43,0.07,0.17,0.04,0.82,0.44,0.21,0.07,0.44,0.12,0.32
smbopensoft.csv,0.59,0.95,0.68,0.55,0.29,0.51,0.37,0.49,0.37,0.39,0.72,0.75,0.5,0.65,0.27,0.58,0.35,0.48
triplea.csv,0.64,0.49,1.0,0.6,0.49,0.62,0.46,0.58,0.65,0.49,0.59,0.75,0.66,0.54,0.5,0.68,0.43,0.56
tweetsharp.csv,0.42,0.19,0.45,0.62,0.48,0.36,0.29,0.29,0.48,0.33,0.32,0.39,0.41,0.34,0.47,0.38,0.98,0.4
xamj.csv,0.6,0.63,0.63,0.65,0.52,0.61,0.47,0.4,0.49,0.54,0.52,0.66,0.5,0.64,0.51,0.6,0.47,0.98
