,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.21,0.38,0.19,0.26,0.56,0.38,0.55,0.68,0.0,0.44,0.26,0.48,0.61,0.36,0.72,0.38,0.67,0.33
bscwweasel.csv,0.0,0.0,0.1,0.06,0.0,0.04,0.07,0.0,0.03,0.06,0.16,0.02,0.01,0.05,0.0,0.02,0.0,0.0
capcode.csv,0.53,0.0,0.48,0.32,0.11,0.04,0.0,0.04,0.23,0.06,0.37,0.17,0.09,0.13,0.1,0.26,0.13,0.05
dspace-gsoc.csv,0.29,0.35,0.67,0.35,0.47,0.4,0.73,0.52,0.36,0.38,0.0,0.64,0.79,0.74,0.45,0.4,0.67,0.32
emite.csv,0.41,0.28,0.38,0.26,0.44,0.42,0.41,0.47,0.54,0.38,0.16,0.34,0.26,0.47,0.02,0.29,0.4,0.4
fbmanager.csv,0.27,0.77,0.14,0.03,0.12,0.33,0.31,0.29,0.23,0.31,0.53,0.37,0.13,0.47,0.05,0.44,0.2,0.45
freenet.csv,0.38,0.06,0.52,0.32,0.58,0.62,0.65,0.05,0.82,0.56,0.79,0.71,0.34,0.72,0.3,0.3,0.53,0.54
geogebra.csv,0.1,0.04,0.14,0.13,0.69,0.69,0.69,0.73,0.03,0.5,0.11,0.66,0.08,0.18,0.45,0.0,0.33,0.34
megameknet.csv,0.71,0.61,0.67,0.71,0.46,0.4,0.72,0.78,0.69,0.62,0.58,0.53,0.0,0.84,0.68,0.56,0.73,0.28
ondex.csv,0.05,0.03,0.1,0.0,0.37,0.53,0.37,0.37,0.03,0.31,0.05,0.3,0.1,0.0,0.35,0.07,0.0,0.13
onotoa.csv,0.49,0.94,0.67,0.68,0.83,0.89,0.76,0.72,0.79,0.0,0.79,0.92,0.93,0.63,0.85,0.8,0.87,0.83
paintown.csv,0.0,0.58,0.14,0.35,0.49,0.47,0.51,0.34,0.51,0.62,0.32,0.52,0.4,0.42,0.15,0.47,0.4,0.39
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.01,0.01,0.0,0.0,0.0,0.0
retromenu.csv,0.05,0.06,0.05,0.06,0.12,0.0,0.23,0.24,0.0,0.12,0.05,0.11,0.16,0.12,0.08,0.14,0.0,0.04
smbopensoft.csv,0.33,0.02,0.24,0.48,0.13,0.36,0.28,0.42,0.87,0.56,0.37,0.39,0.18,0.62,0.12,0.33,0.53,0.2
triplea.csv,0.59,0.83,0.0,0.45,0.81,0.58,0.75,0.77,0.41,0.56,0.68,0.62,0.27,0.69,0.62,0.51,0.8,0.76
tweetsharp.csv,0.47,0.34,0.62,0.39,0.33,0.4,0.3,0.4,0.82,0.88,0.63,0.64,0.5,0.61,0.42,0.54,0.0,0.35
xamj.csv,0.66,0.53,0.62,0.35,0.56,0.69,0.85,0.86,0.33,0.69,0.37,0.61,0.82,0.64,0.35,0.45,0.73,0.0
