,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.97,0.7,0.59,0.05,0.95
kmess.csv,0.85,0.76,0.81,0.75,0.04
minig.csv,0.83,0.64,0.02,0.76,0.51
rezilla.csv,0.16,0.85,0.86,0.85,0.95
webdriver.csv,0.9,0.04,0.65,0.72,0.56
