,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,1.0,0.67,0.72,0.96,0.97
kmess.csv,0.79,0.29,0.28,0.42,0.99
minig.csv,0.21,0.64,0.98,0.24,0.71
rezilla.csv,0.84,0.67,0.96,0.84,0.63
webdriver.csv,0.11,0.96,0.41,0.29,0.55
