,rezilla.csv,webdriver.csv,minig.csv,jparsec.csv,kmess.csv
jparsec.csv,0.33,0.48,0.45,0.98,0.63
kmess.csv,0.31,0.46,0.3,0.37,0.98
minig.csv,0.29,0.5,1.0,0.79,0.74
rezilla.csv,1.0,0.42,0.39,0.4,0.55
webdriver.csv,0.5,1.0,0.46,0.62,0.74
