,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.31,0.41,0.43,0.32,0.5,0.58,0.67,0.4,0.55,0.57
array4j.csv,0.38,0.39,0.61,0.32,0.62,0.64,0.77,0.42,0.48,0.92
beast-mcmc.csv,0.38,0.55,0.43,0.31,0.35,0.46,0.93,0.46,0.52,0.43
continuum-ide.csv,0.65,0.95,0.82,0.4,0.6,0.94,0.65,0.83,0.5,0.94
jam-daq.csv,0.53,0.75,0.77,0.48,0.43,0.79,0.9,0.46,0.83,0.82
l2j.csv,0.37,0.41,0.58,0.32,0.36,0.46,0.49,0.43,0.44,0.48
nodal.csv,0.61,0.92,0.62,0.41,0.44,0.68,0.73,0.75,0.38,0.96
projectfactory.csv,0.47,0.58,0.65,0.41,0.76,0.6,0.92,0.53,0.42,0.53
roolo.csv,0.36,0.46,0.41,0.4,0.63,0.5,0.38,0.56,0.74,0.46
