,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.02,0.44,0.3,0.48,0.54,0.44,0.3,0.62,0.29,0.58
array4j.csv,0.03,0.38,0.37,0.49,0.35,0.35,0.26,0.64,0.22,0.39
beast-mcmc.csv,0.03,0.6,0.27,0.48,0.7,0.37,0.37,0.45,0.45,0.61
continuum-ide.csv,0.0,0.24,0.22,0.62,0.29,0.16,0.23,0.24,0.33,0.15
jam-daq.csv,0.04,0.59,0.28,0.21,0.68,0.18,0.36,0.42,0.31,0.32
l2j.csv,0.03,0.42,0.23,0.47,0.59,0.25,0.35,0.64,0.34,0.8
nodal.csv,0.0,0.3,0.38,0.46,0.47,0.19,0.58,0.27,0.26,0.22
projectfactory.csv,0.0,0.39,0.38,0.55,0.41,0.15,0.33,0.61,0.39,0.69
roolo.csv,0.0,0.39,0.39,0.42,0.52,0.23,0.35,0.56,0.74,0.76
