,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.9,0.9,0.78,0.78,0.51,0.55,1.0,0.92,0.94,0.82,0.82,0.91,0.68,0.98,1.02,0.87,0.6,0.57,1.02
autofac.csv,0.72,0.83,0.94,0.28,0.75,0.68,0.53,0.81,0.85,0.59,0.91,0.73,0.57,0.66,0.58,0.38,0.75,0.48,0.8
avisynth2.csv,0.81,0.79,0.84,0.87,1.0,0.96,0.88,0.97,0.9,1.0,1.0,0.8,0.89,0.03,1.0,0.96,0.9,0.94,1.0
azureus.csv,0.28,0.91,0.82,0.89,0.7,0.55,0.87,0.85,0.74,0.79,0.62,0.33,0.49,0.69,0.64,1.0,0.6,0.62,0.82
dsworkbench.csv,0.95,0.76,0.27,0.86,0.83,0.91,0.94,0.92,0.9,1.0,0.9,0.86,0.95,1.04,0.86,0.63,0.88,0.87,1.0
forester-atv.csv,0.9,0.36,0.59,0.71,0.93,0.78,0.94,0.92,0.46,0.88,0.84,0.64,0.53,0.31,0.86,0.89,0.74,0.75,1.0
freelords.csv,0.52,1.0,0.53,0.81,0.76,0.64,0.38,0.87,0.72,0.72,0.76,0.82,0.82,0.64,0.51,0.46,0.83,0.69,0.77
gabel.csv,0.97,0.57,0.68,0.62,0.84,0.72,0.39,0.85,0.76,0.32,0.66,0.69,0.61,0.72,0.74,0.69,0.65,0.77,0.73
geotools.csv,1.0,0.69,0.7,0.66,0.9,0.63,0.49,0.86,0.63,0.66,0.71,0.84,1.0,0.71,0.63,0.52,0.47,0.85,0.77
google-collections.csv,0.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.94,0.72,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.71,0.91,0.61,0.8,1.0,0.92,0.32,0.88,0.85,0.28,0.84,0.7,0.86,0.67,0.63,0.6,0.71,0.9,1.02
mycila.csv,1.01,0.74,0.94,0.91,1.0,0.71,0.82,0.8,0.99,0.91,0.33,0.57,0.68,0.68,0.78,0.99,0.66,0.75,0.79
neodatis-odb.csv,1.09,0.76,0.75,0.61,0.84,0.91,0.94,0.39,0.66,0.83,0.62,0.51,0.71,0.77,0.56,0.87,0.78,0.64,0.75
octet.csv,0.68,0.82,0.59,0.79,0.72,0.69,0.7,0.59,0.7,0.65,0.69,0.7,0.65,0.82,0.24,0.53,0.63,0.53,0.84
pokenetonline.csv,0.51,0.85,0.88,0.78,0.74,0.71,0.8,0.86,0.54,0.83,0.81,0.78,0.33,0.76,0.94,0.85,0.74,0.91,0.79
rcp-company-uibindings.csv,0.21,0.69,0.78,0.62,0.81,0.52,0.49,0.86,0.69,0.5,0.7,0.59,0.73,0.54,0.69,0.37,0.59,0.14,0.58
scenemonitor.csv,0.76,0.8,0.67,0.63,0.61,0.6,0.45,0.8,0.3,0.43,0.78,0.52,0.71,1.0,0.73,0.68,0.63,0.66,0.82
thedata.csv,1.02,0.55,0.64,0.81,0.92,0.8,0.9,0.69,0.97,0.79,0.67,0.72,0.69,0.83,0.82,0.8,0.75,1.04,0.05
twostep.csv,0.99,0.65,0.52,0.74,0.86,0.6,0.6,0.75,0.47,0.48,0.65,0.47,0.5,0.73,0.62,0.26,0.6,0.61,0.88
