,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.1,0.38,0.36,0.66,0.6,0.56,0.12,0.7,0.1,0.38,0.3,0.09,0.33,1.0,0.29,0.88,0.79,0.47,0.25
autofac.csv,0.49,0.77,0.06,0.76,0.27,0.47,0.65,0.68,0.15,0.75,0.5,0.62,0.53,1.0,0.57,0.65,0.45,0.57,0.25
avisynth2.csv,0.19,0.23,0.16,0.14,0.0,0.04,0.12,0.03,0.1,0.0,0.0,0.23,0.12,1.0,0.0,0.04,0.11,0.06,0.0
azureus.csv,0.72,0.62,0.68,0.86,0.35,0.66,0.82,0.7,0.6,0.88,0.6,0.73,0.78,1.0,0.86,0.96,0.86,0.86,0.5
dsworkbench.csv,0.05,0.27,0.8,0.14,0.17,0.09,0.06,0.08,0.1,0.0,0.1,0.14,0.05,0.0,0.14,0.38,0.13,0.13,0.0
forester-atv.csv,0.25,0.81,0.6,0.34,0.07,0.23,0.06,0.08,0.7,0.12,0.2,0.59,0.58,1.0,0.14,0.12,0.29,0.27,0.0
freelords.csv,0.88,0.96,0.62,0.72,0.43,0.66,0.76,0.84,0.95,0.88,0.8,0.93,0.18,0.67,0.57,0.77,0.86,0.66,0.25
gabel.csv,0.02,0.62,0.4,0.38,0.17,0.29,0.65,0.46,0.25,0.75,0.4,0.32,0.68,0.33,0.29,0.31,0.44,0.23,0.5
geotools.csv,0.9,0.85,0.88,0.62,0.95,0.42,0.71,0.51,0.55,0.88,0.5,0.96,0.97,0.67,0.43,0.77,0.64,0.73,0.75
google-collections.csv,0.82,0.92,1.0,1.0,1.0,0.99,1.0,1.0,0.95,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.29,0.19,0.58,0.21,0.0,0.09,0.82,0.16,0.15,0.88,0.2,0.34,0.17,0.33,0.43,0.42,0.45,0.1,0.0
mycila.csv,0.89,0.31,0.94,0.93,1.0,0.49,0.59,0.38,0.8,1.0,0.7,0.62,0.62,1.0,0.71,0.62,0.66,0.72,1.0
neodatis-odb.csv,0.57,0.65,0.26,0.59,0.17,0.1,0.35,0.68,0.4,0.38,0.4,0.55,0.33,0.67,0.57,0.15,0.29,0.79,0.25
octet.csv,0.32,0.58,0.54,0.62,0.28,0.39,0.47,0.51,0.35,0.5,0.5,0.5,0.42,1.0,0.86,0.85,0.51,0.65,0.25
pokenetonline.csv,0.49,0.92,0.98,0.83,0.78,0.8,0.82,0.92,0.8,0.75,0.5,0.95,0.72,1.0,1.0,0.92,0.95,0.89,0.5
rcp-company-uibindings.csv,0.79,0.77,0.78,0.48,0.35,0.59,0.65,0.46,0.4,0.62,0.4,0.59,0.28,0.67,0.43,0.77,0.64,0.86,0.5
scenemonitor.csv,0.24,0.62,0.76,0.41,0.45,0.41,0.59,0.57,0.8,0.62,0.6,0.8,0.78,0.0,0.29,0.73,0.62,0.35,0.5
thedata.csv,0.81,0.85,0.6,0.72,0.47,0.58,0.71,0.57,0.95,0.5,0.7,0.82,0.37,0.33,0.71,0.5,0.53,0.71,1.0
twostep.csv,0.01,0.92,0.64,0.76,0.17,0.46,0.47,0.59,0.65,1.0,0.9,0.68,0.77,0.33,0.43,0.81,0.65,0.42,0.25
