,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.32,0.89,0.86,0.46,0.65,0.53,0.62,0.39,0.52
ctrlr.csv,1.02,0.66,0.36,0.96,0.87,0.83,0.9,0.85,0.74
empserver.csv,0.97,0.45,0.93,0.91,0.8,0.67,0.59,0.8,0.69
ffigo.csv,1.04,0.97,0.77,0.9,0.75,0.35,0.79,1.0,1.02
gmerlin.csv,0.74,0.72,0.97,0.96,0.47,1.0,0.96,1.0,1.0
skia.csv,0.3,0.73,0.87,0.51,0.65,0.69,0.46,0.57,0.92
wikipediardware.csv,1.0,0.97,0.88,0.82,0.82,0.77,0.91,0.4,0.35
zemljanka.csv,0.98,0.95,0.73,0.89,0.77,0.9,0.74,0.19,0.66
