,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.66,0.38,0.52,0.56,0.35,0.38,0.37,0.37,0.48
ctrlr.csv,0.99,0.77,0.81,0.63,0.82,0.96,0.92,0.98,0.71
empserver.csv,0.35,0.56,0.49,0.5,0.34,0.38,0.46,0.63,0.69
ffigo.csv,0.67,0.5,0.92,0.72,0.49,0.41,0.47,0.0,0.67
gmerlin.csv,0.34,0.35,0.43,0.36,0.43,0.0,0.35,0.0,0.42
skia.csv,0.5,0.36,0.65,0.42,0.52,0.45,0.44,0.37,0.67
wikipediardware.csv,0.34,0.4,0.51,0.39,0.36,0.37,0.35,0.4,0.46
zemljanka.csv,0.35,0.41,0.52,0.41,0.42,0.48,0.38,0.48,0.46
