,f1,g,recall,precision,pf,wins
dspace-gsoc.csv,0.495,0.575,0.635,0.5800000000000001,0.315,16
fbmanager.csv,0.32,0.29,0.25,0.775,0.045,8
fido.csv,0.0,0.0,0.0,0.0,0.0,0
fityk.csv,0.41500000000000004,0.5700000000000001,0.64,0.455,0.545,7
fleet-simulator.csv,0.5800000000000001,0.555,0.865,0.535,0.755,11
google-caja.csv,0.5800000000000001,0.64,0.84,0.475,0.58,15
hibernate.csv,0.46499999999999997,0.55,0.62,0.54,0.425,9
itext.csv,0.585,0.605,0.865,0.48,0.745,12
k3b.csv,0.405,0.405,0.695,0.41000000000000003,0.71,1
megameknet.csv,0.565,0.58,0.795,0.48,0.63,13
myfaces.csv,0.46499999999999997,0.565,0.5449999999999999,0.66,0.225,17
ninject.csv,0.46499999999999997,0.495,0.475,0.44999999999999996,0.365,6
ondex.csv,0.32999999999999996,0.375,0.345,0.67,0.235,5
paintown.csv,0.51,0.385,0.86,0.43499999999999994,0.885,3
poormans.csv,0.4,0.385,0.33499999999999996,0.73,0.08499999999999999,10
powerfolder.csv,0.345,0.435,0.39,0.45499999999999996,0.20500000000000002,4
smartgwt.csv,0.345,0.535,0.62,0.35,0.575,2
triplea.csv,0.52,0.605,0.73,0.485,0.5,14
