,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.68,0.66,0.81,0.74,0.2,0.86,0.82,0.7,0.02,0.38,0.04,0.4,0.8,0.18,0.32,0.98,0.28,0.5
fbmanager.csv,0.85,0.86,0.79,1.0,0.4,0.76,0.71,1.0,0.09,0.83,0.04,0.83,0.87,0.0,0.36,1.0,0.0,0.12
fido.csv,0.0,1.0,0.0,0.76,0.0,0.5,0.0,0.0,0.0,1.0,0.24,0.0,0.0,0.17,0.0,1.0,0.33,0.0
fityk.csv,0.54,0.6,0.64,0.77,0.17,0.81,0.64,0.67,0.03,0.11,0.03,0.26,0.78,0.19,0.23,1.0,0.37,0.11
fleet-simulator.csv,0.51,0.6,0.56,0.77,0.16,0.71,0.7,0.57,0.04,0.65,0.04,0.25,0.69,0.17,0.26,1.0,0.3,0.09
google-caja.csv,0.76,0.59,0.68,0.93,0.15,0.79,0.7,0.81,0.04,0.35,0.04,0.36,0.7,0.17,0.35,1.0,0.32,0.12
hibernate.csv,0.64,0.64,0.84,0.91,0.13,0.76,0.74,0.88,0.05,0.24,0.06,0.39,0.74,0.21,0.32,1.0,0.44,0.07
itext.csv,0.69,0.61,0.67,0.74,0.14,0.77,0.69,0.81,0.04,0.24,0.04,0.3,0.73,0.13,0.35,0.94,0.33,0.1
k3b.csv,0.6,0.65,0.53,0.78,0.1,0.87,0.52,0.71,0.07,0.23,0.04,0.19,0.71,0.18,0.2,0.65,0.3,0.06
megameknet.csv,0.49,0.66,0.67,0.73,0.17,0.78,0.65,0.6,0.02,0.44,0.02,0.47,0.69,0.17,0.33,0.86,0.35,0.1
myfaces.csv,0.67,0.75,0.79,1.0,0.36,0.85,0.71,0.9,0.05,0.43,0.05,0.65,0.74,0.21,0.54,1.0,0.41,0.12
ninject.csv,0.48,0.66,0.63,0.64,0.14,0.57,0.68,0.72,0.04,0.41,0.04,0.39,0.68,0.09,0.29,0.71,0.35,0.42
ondex.csv,0.7,0.75,0.71,1.0,0.18,0.79,0.67,0.83,0.02,0.67,0.04,0.6,0.78,0.29,0.35,1.0,0.38,0.07
paintown.csv,0.75,0.61,0.58,0.72,0.13,0.77,0.72,0.64,0.03,0.23,0.04,0.23,0.72,0.17,0.2,0.86,0.29,0.08
poormans.csv,0.67,0.73,1.0,0.89,0.32,0.8,0.58,0.8,0.27,0.73,0.0,0.76,0.88,0.15,0.5,1.0,0.57,0.75
powerfolder.csv,0.71,0.78,0.62,1.0,0.19,0.83,0.85,0.5,0.31,0.34,0.05,0.21,0.71,0.29,0.32,0.95,0.41,0.04
smartgwt.csv,0.54,0.65,0.57,0.73,0.17,0.73,0.6,0.25,0.19,0.5,0.05,0.19,0.76,0.17,0.21,0.33,0.37,0.08
triplea.csv,0.65,0.81,0.64,0.77,0.14,0.77,0.64,0.79,0.05,0.32,0.04,0.33,0.75,0.22,0.23,1.0,0.33,0.11
