,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.62,0.91,0.38,0.79,0.67,0.43,0.75,0.56,0.4,0.63,1.0,0.55,0.64,0.64,0.47,1.0,0.93,0.2
fbmanager.csv,0.25,0.19,0.68,0.14,0.08,0.28,0.33,0.18,0.8,0.21,0.25,0.29,0.45,0.0,0.74,0.22,0.0,1.0
fido.csv,0.0,0.09,0.0,0.32,0.0,0.02,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.06,0.0,0.2,0.17,0.0
fityk.csv,0.65,0.84,0.68,0.64,0.81,0.5,0.5,0.59,0.4,0.31,0.5,0.7,0.64,0.7,0.94,0.24,0.53,0.8
fleet-simulator.csv,0.84,0.88,0.82,0.87,0.92,0.98,0.86,0.97,0.8,0.43,1.0,0.86,0.84,1.0,1.0,0.96,0.78,0.8
google-caja.csv,0.65,0.81,0.68,0.83,0.94,0.53,0.89,0.65,1.0,0.99,1.0,0.81,0.7,0.94,0.85,0.8,0.88,1.0
hibernate.csv,0.51,0.5,0.47,0.54,0.9,0.53,0.64,0.21,1.0,0.97,0.75,0.65,0.7,0.64,0.76,0.09,0.54,0.6
itext.csv,0.69,0.97,0.85,1.0,0.94,0.69,0.94,0.76,1.0,0.99,1.0,0.87,0.73,0.61,0.74,0.81,0.86,1.0
k3b.csv,0.56,0.34,0.88,0.79,0.58,0.69,0.47,0.35,1.0,0.99,0.75,0.8,0.73,0.61,0.88,0.28,0.7,0.6
megameknet.csv,0.66,0.84,0.88,0.88,0.79,0.66,0.61,0.85,0.4,0.71,0.25,0.68,0.8,0.82,0.97,0.8,0.61,1.0
myfaces.csv,0.62,0.38,0.32,0.23,0.65,0.38,0.33,0.26,1.0,0.73,0.5,0.51,0.59,0.58,0.41,0.7,0.58,0.6
ninject.csv,0.5,0.59,0.5,0.45,0.38,0.14,0.64,0.68,0.6,0.84,0.25,0.45,0.52,0.18,0.41,0.31,0.32,1.0
ondex.csv,0.34,0.19,0.15,0.09,0.71,0.38,0.28,0.15,0.4,0.04,0.5,0.36,0.41,0.52,0.71,0.24,0.35,0.2
paintown.csv,0.69,0.69,0.85,0.87,0.96,0.57,0.78,0.53,0.8,0.93,1.0,1.0,0.77,0.94,0.82,0.93,0.9,1.0
poormans.csv,0.12,0.5,0.12,0.32,0.69,0.07,0.31,0.35,0.8,0.36,0.0,0.41,0.16,0.48,0.76,0.09,0.26,0.6
powerfolder.csv,0.44,0.22,0.59,0.14,0.54,0.52,0.31,0.06,1.0,0.32,0.5,0.58,0.39,0.24,0.38,0.39,0.4,0.2
smartgwt.csv,0.76,0.53,0.74,0.62,0.62,0.6,0.69,0.21,1.0,0.74,1.0,0.58,0.7,0.48,0.53,0.07,0.38,1.0
triplea.csv,0.63,0.69,0.53,0.78,0.98,0.71,0.75,0.56,1.0,0.81,1.0,0.58,0.68,0.7,0.91,0.87,0.61,0.8
