,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.65,0.76,0.52,0.77,0.31,0.57,0.78,0.62,0.03,0.47,0.08,0.46,0.71,0.28,0.38,0.99,0.43,0.29
fbmanager.csv,0.39,0.31,0.73,0.25,0.14,0.41,0.45,0.3,0.16,0.33,0.07,0.43,0.6,0.0,0.49,0.36,0.0,0.21
fido.csv,0.0,0.17,0.0,0.45,0.0,0.03,0.0,0.0,0.0,0.02,0.38,0.0,0.0,0.09,0.0,0.34,0.23,0.0
fityk.csv,0.59,0.7,0.66,0.7,0.29,0.62,0.56,0.62,0.06,0.17,0.06,0.38,0.7,0.3,0.36,0.39,0.44,0.19
fleet-simulator.csv,0.64,0.71,0.67,0.82,0.27,0.83,0.78,0.72,0.07,0.52,0.08,0.38,0.76,0.29,0.41,0.98,0.43,0.16
google-caja.csv,0.7,0.68,0.68,0.88,0.25,0.64,0.78,0.72,0.08,0.52,0.07,0.5,0.7,0.29,0.5,0.89,0.47,0.22
hibernate.csv,0.57,0.56,0.6,0.68,0.23,0.63,0.69,0.33,0.09,0.39,0.11,0.49,0.72,0.31,0.45,0.17,0.48,0.12
itext.csv,0.69,0.75,0.75,0.85,0.25,0.73,0.8,0.79,0.08,0.39,0.08,0.44,0.73,0.22,0.48,0.87,0.47,0.19
k3b.csv,0.58,0.45,0.66,0.78,0.17,0.77,0.49,0.47,0.14,0.38,0.07,0.31,0.72,0.28,0.32,0.39,0.42,0.1
megameknet.csv,0.57,0.74,0.76,0.8,0.28,0.71,0.63,0.71,0.04,0.54,0.03,0.56,0.74,0.28,0.49,0.83,0.44,0.18
myfaces.csv,0.64,0.5,0.46,0.38,0.46,0.52,0.45,0.41,0.1,0.54,0.1,0.57,0.66,0.3,0.47,0.83,0.48,0.19
ninject.csv,0.49,0.62,0.56,0.53,0.2,0.22,0.66,0.7,0.07,0.55,0.07,0.42,0.59,0.12,0.34,0.44,0.34,0.59
ondex.csv,0.46,0.3,0.24,0.16,0.29,0.51,0.39,0.25,0.04,0.08,0.07,0.45,0.54,0.37,0.47,0.39,0.36,0.11
paintown.csv,0.72,0.65,0.69,0.79,0.24,0.65,0.75,0.58,0.07,0.37,0.08,0.38,0.75,0.28,0.32,0.89,0.44,0.15
poormans.csv,0.2,0.59,0.21,0.47,0.44,0.13,0.4,0.49,0.4,0.49,0.0,0.53,0.27,0.23,0.6,0.17,0.36,0.67
powerfolder.csv,0.55,0.34,0.61,0.25,0.28,0.64,0.45,0.11,0.48,0.33,0.08,0.31,0.5,0.26,0.35,0.55,0.4,0.07
smartgwt.csv,0.63,0.59,0.64,0.67,0.27,0.66,0.64,0.23,0.32,0.59,0.09,0.28,0.73,0.26,0.31,0.12,0.37,0.15
triplea.csv,0.64,0.75,0.58,0.78,0.24,0.74,0.69,0.66,0.09,0.46,0.08,0.42,0.71,0.34,0.36,0.93,0.43,0.19
