,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.51,0.99,0.69,0.72,0.47,0.86,0.99,0.73,0.6,0.5
fulguro.csv,0.5,0.99,0.96,0.97,0.9,0.0,0.88,0.89,0.5,0.91
fw4spl.csv,0.94,0.49,0.98,0.98,0.0,0.62,0.98,0.97,0.93,0.78
google-web-toolkit.csv,0.53,0.78,0.83,0.68,0.56,0.64,0.6,0.5,0.67,0.61
jstock.csv,0.88,0.34,0.7,0.74,0.75,0.67,0.98,0.92,0.83,0.88
ldview.csv,0.9,0.37,0.78,0.78,0.71,0.7,0.98,0.96,0.78,0.95
nuttx.csv,0.37,0.28,0.61,0.49,0.4,0.64,0.46,0.42,0.45,0.48
utgb.csv,0.8,0.29,0.62,0.46,0.54,0.54,0.47,0.64,0.58,0.85
vdsf.csv,0.37,0.99,0.56,0.58,0.38,0.47,0.46,0.42,0.33,0.42
xbrlapi.csv,0.56,0.4,0.68,0.52,0.7,0.46,0.56,0.58,0.4,0.47
