,xbrlapi.csv,vdsf.csv,nuttx.csv,dvt.csv,utgb.csv,ldview.csv,fw4spl.csv,google-web-toolkit.csv,jstock.csv,fulguro.csv
dvt.csv,0.0,0.0,0.0,0.0,2.0,0.0,24.0,3.0,3.0,2.0
fulguro.csv,0.0,5.0,0.0,32.0,0.0,57.0,6.0,3.0,1.0,0.0
fw4spl.csv,0.0,4.0,0.0,21.0,0.0,0.0,0.0,4.0,9.0,1.0
google-web-toolkit.csv,1.0,158.0,0.0,9.0,0.0,2.0,25.0,0.0,0.0,1.0
jstock.csv,0.0,227.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0
ldview.csv,0.0,276.0,0.0,17.0,1.0,0.0,13.0,4.0,1.0,4.0
nuttx.csv,0.0,257.0,0.0,1.0,1.0,4.0,68.0,0.0,10.0,18.0
utgb.csv,0.0,206.0,0.0,2.0,0.0,1.0,12.0,8.0,3.0,2.0
vdsf.csv,0.0,0.0,0.0,21.0,2.0,0.0,71.0,4.0,5.0,2.0
xbrlapi.csv,0.0,298.0,0.0,1.0,4.0,2.0,21.0,1.0,1.0,1.0
