,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.44,0.33,0.62,0.11
pcgen.csv,0.52,0.62,0.26,0.29
selenium.csv,0.69,0.62,0.26,0.48
tolven.csv,0.71,0.76,0.07,0.57
