,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv
autoopencas.csv,0.86,0.87,0.3,0.96
pcgen.csv,0.91,0.45,1.0,0.95
selenium.csv,0.46,0.52,0.72,0.41
tolven.csv,0.65,0.49,0.98,0.34
