,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.56,0.26,0.25,0.82,0.25,0.32,0.9,0.53,0.54,0.76,0.19,0.22,0.19,0.71,0.38,0.62,0.0
arm-webradio.csv,0.42,0.21,0.11,0.19,0.11,0.24,0.4,0.58,0.55,0.29,0.0,0.32,0.24,0.47,0.63,0.54,0.77
codepurge.csv,0.45,0.23,0.06,0.47,0.29,0.36,0.26,0.26,0.13,0.28,0.29,0.34,0.44,0.45,0.32,0.34,0.5
fw4spl.csv,0.26,0.32,0.3,0.67,0.13,0.33,0.68,0.23,0.13,0.53,0.06,0.29,0.32,0.32,0.39,0.36,0.58
glas.csv,0.48,0.34,0.26,0.75,0.26,0.41,0.84,0.53,0.61,0.73,0.19,0.36,0.3,0.48,0.64,0.59,0.38
grisbi.csv,0.49,0.23,0.25,0.86,0.23,0.29,0.89,0.51,0.59,0.92,0.18,0.36,0.26,0.58,0.66,0.63,0.47
gwanted.csv,0.48,0.32,0.31,0.38,0.49,0.38,0.86,0.18,0.42,0.63,0.4,0.36,0.29,0.49,0.53,0.55,0.32
lcfizvtop.csv,0.48,0.31,0.13,0.51,0.25,0.53,0.77,0.23,0.58,0.6,0.14,0.35,0.25,0.47,0.71,0.63,0.65
ldview.csv,0.68,0.32,0.41,0.53,0.14,0.31,0.85,0.52,0.52,0.5,0.28,0.38,0.2,0.53,0.6,0.45,0.55
libmesh.csv,0.36,0.19,0.0,0.23,0.14,0.34,0.46,0.66,0.31,0.15,0.0,0.12,0.14,0.35,0.27,0.31,0.0
mediaportal.csv,0.23,0.14,0.05,0.16,0.24,0.13,0.0,0.25,0.0,0.27,0.15,0.39,0.15,0.12,0.36,0.36,0.72
olex2.csv,0.0,0.2,0.26,0.66,0.4,0.21,0.67,0.12,0.09,0.6,0.33,0.38,0.17,0.29,0.33,0.7,0.34
oppna-program-hsatools.csv,0.36,0.2,0.25,0.89,0.29,0.28,0.9,0.3,0.19,0.89,0.26,0.34,0.16,0.56,0.46,0.57,0.14
qlc.csv,0.54,0.31,0.32,0.57,0.32,0.38,0.69,0.24,0.33,0.4,0.29,0.38,0.31,0.47,0.51,0.57,0.22
somap.csv,0.52,0.23,0.2,0.88,0.23,0.32,0.91,0.51,0.56,0.91,0.11,0.31,0.25,0.52,0.64,0.53,0.41
wxcode.csv,0.36,0.19,0.28,0.5,0.33,0.23,0.6,0.25,0.05,0.24,0.5,0.37,0.14,0.31,0.21,0.43,0.02
xcf.csv,0.55,0.27,0.32,0.78,0.29,0.32,0.89,0.47,0.63,0.71,0.3,0.37,0.22,0.57,0.76,0.67,0.12
