,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.53,0.94,0.52,0.47,0.53,0.39,0.38,0.39,0.51,0.37,0.33,0.46,0.55,0.43,0.37,0.55,0.41,0.48
bscwweasel.csv,0.53,0.8,0.42,0.83,0.63,0.44,0.59,0.45,0.82,0.57,0.53,0.89,0.96,0.37,0.82,0.73,0.8,0.67
capcode.csv,0.54,0.75,0.33,0.95,0.5,0.5,0.58,0.45,0.67,0.36,0.41,0.38,0.57,0.5,0.5,0.77,0.45,0.61
dspace-gsoc.csv,0.39,0.27,0.37,0.56,0.48,0.43,0.36,0.43,0.42,0.39,0.34,0.37,0.54,0.37,0.38,0.54,0.37,0.49
emite.csv,0.72,0.31,0.86,0.62,0.77,0.36,0.5,0.37,0.65,0.56,0.44,0.94,0.75,0.57,0.47,0.55,0.59,0.51
fbmanager.csv,0.0,0.0,0.0,0.43,0.83,0.48,0.85,0.88,0.0,0.8,0.0,0.91,0.0,0.0,0.82,0.0,0.35,0.0
freenet.csv,0.54,0.48,0.31,0.56,0.47,0.37,0.41,0.44,0.45,0.45,0.29,0.35,0.55,0.32,0.46,0.47,0.5,0.49
geogebra.csv,0.6,0.92,0.67,0.55,0.68,0.36,0.44,0.34,0.42,0.57,0.45,0.52,0.58,0.46,0.75,0.47,0.42,0.47
megameknet.csv,0.47,0.28,0.33,0.42,0.68,0.38,0.39,0.35,0.45,0.54,0.31,0.41,0.48,0.34,0.61,0.41,0.44,0.5
ondex.csv,0.6,0.5,0.9,0.88,0.75,0.93,0.79,0.5,0.66,0.45,0.53,0.38,0.87,0.72,0.75,0.76,0.52,0.53
onotoa.csv,0.61,0.93,0.56,0.96,0.53,0.63,0.74,0.71,0.47,0.44,0.36,0.42,0.76,0.5,0.71,0.82,0.68,0.68
paintown.csv,0.44,0.27,0.5,0.4,0.45,0.36,0.37,0.48,0.44,0.44,0.35,0.38,0.47,0.33,0.51,0.41,0.41,0.47
powerfolder.csv,0.51,0.35,0.86,0.39,0.48,0.38,0.49,0.75,0.68,0.48,0.71,0.94,0.59,0.96,0.83,0.67,0.36,0.94
retromenu.csv,0.67,0.67,0.9,0.45,0.79,0.36,0.79,0.51,0.37,0.8,0.5,0.86,0.85,0.97,0.78,0.54,0.4,0.51
smbopensoft.csv,0.53,0.41,0.3,0.88,0.57,0.37,0.5,0.36,0.47,0.33,0.31,0.4,0.56,0.33,0.37,0.5,0.45,0.47
triplea.csv,0.46,0.59,0.46,0.48,0.58,0.4,0.5,0.38,0.56,0.5,0.58,0.52,0.61,0.79,0.58,0.52,0.75,0.64
tweetsharp.csv,0.67,0.39,0.79,0.67,0.7,0.58,0.92,0.75,0.52,0.41,0.65,0.47,0.71,0.48,0.49,0.69,0.51,0.65
xamj.csv,0.48,0.46,0.48,0.46,0.53,0.36,0.39,0.35,0.39,0.38,0.34,0.4,0.47,0.63,0.52,0.52,0.4,0.5
