,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.43,0.61,0.23,0.6,0.51,0.39,0.37,0.28,0.27,0.21,0.64,0.42,0.16,0.37,0.48,0.04,0.3,0.14,0.15,0.44
etherboot.csv,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.13,0.53,0.0,0.0,0.0,0.69,0.28,0.0,0.0,0.0,0.0,0.0,0.0
gebr.csv,0.24,0.64,0.68,0.61,0.42,0.7,0.65,0.05,0.49,0.38,0.0,0.0,0.69,0.56,0.21,0.65,0.4,0.37,0.05,0.09
gpac.csv,0.06,0.0,0.05,0.0,0.0,0.17,0.69,0.17,0.0,0.67,0.0,0.65,0.0,0.0,0.27,0.13,0.42,0.37,0.05,0.51
gstreamer.csv,0.66,0.44,0.65,0.62,0.69,0.68,0.65,0.6,0.48,0.4,0.0,0.62,0.61,0.47,0.62,0.65,0.66,0.56,0.71,0.53
kml.csv,0.67,0.43,0.4,0.57,0.6,0.64,0.44,0.35,0.13,0.09,0.13,0.0,0.61,0.39,0.6,0.75,0.66,0.27,0.13,0.13
ktc.csv,0.77,0.43,0.66,0.63,0.61,0.3,0.58,0.44,0.36,0.53,0.4,0.65,0.46,0.52,0.63,0.55,0.57,0.52,0.59,0.66
mbse.csv,0.63,0.68,0.52,0.55,0.48,0.43,0.63,0.47,0.42,0.43,0.17,0.64,0.49,0.41,0.62,0.48,0.56,0.59,0.4,0.63
miranda.csv,0.61,0.0,0.63,0.05,0.0,0.24,0.25,0.63,0.52,0.02,0.09,0.2,0.0,0.71,0.66,0.04,0.01,0.28,0.0,0.73
neoengine.csv,0.47,0.24,0.67,0.71,0.63,0.39,0.36,0.56,0.47,0.38,0.67,0.0,0.5,0.65,0.69,0.63,0.56,0.0,0.21,0.38
nicepress.csv,0.66,0.52,0.09,0.71,0.58,0.53,0.68,0.7,0.36,0.24,0.54,0.0,0.41,0.38,0.48,0.48,0.63,0.44,0.55,0.4
omseek.csv,0.31,0.0,0.15,0.44,0.24,0.16,0.23,0.1,0.27,0.06,0.49,0.06,0.2,0.12,0.61,0.04,0.33,0.43,0.11,0.33
pcsx2.csv,0.72,0.62,0.65,0.67,0.68,0.67,0.67,0.56,0.63,0.55,0.39,0.05,0.0,0.43,0.73,0.55,0.72,0.0,0.69,0.13
plplot.csv,0.72,0.55,0.58,0.66,0.48,0.79,0.62,0.66,0.4,0.09,0.3,0.0,0.7,0.73,0.66,0.42,0.58,0.38,0.37,0.6
rosegarden.csv,0.75,0.42,0.44,0.66,0.63,0.38,0.71,0.61,0.61,0.62,0.33,0.7,0.46,0.64,0.72,0.49,0.67,0.56,0.65,0.67
smarttag.csv,0.62,0.6,0.63,0.35,0.64,0.64,0.57,0.62,0.39,0.56,0.57,0.11,0.45,0.48,0.58,0.54,0.49,0.54,0.17,0.57
vapor.csv,0.0,0.68,0.68,0.05,0.59,0.71,0.0,0.05,0.52,0.0,0.0,0.24,0.72,0.66,0.67,0.65,0.01,0.39,0.0,0.0
wxjs.csv,0.02,0.0,0.04,0.0,0.0,0.05,0.0,0.07,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.07,0.04,0.95,0.01,0.0
zorannt.csv,0.5,0.72,0.26,0.67,0.51,0.6,0.27,0.2,0.31,0.58,0.51,0.62,0.25,0.43,0.68,0.68,0.61,0.65,0.55,0.59
zscreen.csv,0.76,0.24,0.71,0.68,0.66,0.7,0.7,0.63,0.44,0.09,0.52,0.58,0.54,0.61,0.69,0.41,0.6,0.52,0.04,0.57
