,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.64,0.52,0.97,0.62,0.57,0.68,0.75,0.69,0.93,0.92,0.52,0.7,0.94,0.6,0.75,0.89,0.84,0.81,0.97,0.57
etherboot.csv,0.0,0.5,0.0,0.5,0.0,0.47,0.0,0.43,0.53,0.0,0.4,0.0,0.45,0.78,0.0,0.36,0.0,0.0,0.0,0.0
gebr.csv,0.36,0.4,0.38,0.44,0.4,0.41,0.43,0.42,0.41,0.33,0.4,0.36,0.46,0.47,0.42,0.32,0.42,0.37,0.39,0.34
gpac.csv,0.91,0.5,0.44,0.5,0.41,0.38,0.55,0.42,0.41,0.48,0.4,0.4,0.46,0.51,0.44,0.36,0.45,0.4,0.39,0.49
gstreamer.csv,0.43,0.52,0.42,0.48,0.42,0.45,0.43,0.48,0.43,0.32,0.4,0.4,0.43,0.58,0.48,0.4,0.43,0.38,0.42,0.35
kml.csv,0.37,0.46,0.45,0.47,0.39,0.49,0.42,0.44,0.42,0.32,0.4,0.36,0.53,0.49,0.43,0.44,0.44,0.38,0.39,0.35
ktc.csv,0.4,0.36,0.45,0.48,0.41,0.64,0.55,0.59,0.45,0.41,0.5,0.54,0.47,0.43,0.48,0.58,0.37,0.44,0.42,0.35
mbse.csv,0.44,0.6,0.54,0.52,0.48,0.56,0.49,0.58,0.47,0.54,0.8,0.53,0.52,0.59,0.47,0.47,0.43,0.42,0.66,0.36
miranda.csv,0.46,0.0,0.49,0.5,0.0,0.83,0.98,0.5,0.5,0.5,0.5,0.96,0.0,0.48,0.5,0.0,0.0,0.51,0.39,0.37
neoengine.csv,0.66,0.51,0.44,0.46,0.42,0.64,0.78,0.53,0.49,0.32,0.46,0.36,0.43,0.5,0.47,0.33,0.41,0.57,0.39,0.34
nicepress.csv,0.4,0.52,0.44,0.43,0.44,0.49,0.42,0.55,0.44,0.31,0.49,0.36,0.47,0.51,0.63,0.39,0.44,0.42,0.35,0.34
omseek.csv,0.94,0.5,0.94,0.92,0.93,0.83,0.97,0.91,0.92,0.8,0.45,0.83,0.88,0.75,0.69,0.0,0.77,0.93,0.95,0.85
pcsx2.csv,0.42,0.47,0.55,0.5,0.44,0.4,0.56,0.52,0.44,0.55,0.48,0.36,0.46,0.56,0.56,0.55,0.46,0.63,0.48,0.35
plplot.csv,0.4,0.5,0.54,0.45,0.43,0.45,0.43,0.44,0.61,0.32,0.39,0.36,0.43,0.5,0.43,0.36,0.42,0.38,0.38,0.34
rosegarden.csv,0.41,0.5,0.47,0.54,0.42,0.68,0.57,0.5,0.43,0.47,0.82,0.4,0.55,0.59,0.51,0.74,0.44,0.47,0.41,0.34
smarttag.csv,0.37,0.33,0.45,0.52,0.35,0.43,0.45,0.48,0.47,0.42,0.54,0.89,0.46,0.47,0.5,0.46,0.44,0.38,0.97,0.39
vapor.csv,0.0,0.37,0.43,0.5,0.53,0.43,0.0,0.42,0.41,0.0,0.4,0.96,0.4,0.42,0.43,0.3,0.5,0.4,0.0,0.0
wxjs.csv,0.89,0.0,0.88,0.0,0.67,0.5,0.0,0.67,0.8,0.67,0.5,0.0,0.0,0.5,0.75,0.75,0.86,0.67,0.5,0.0
zorannt.csv,0.54,0.39,0.97,0.49,0.46,0.5,0.95,0.93,0.86,0.46,0.44,0.39,0.73,0.53,0.52,0.41,0.43,0.4,0.36,0.34
zscreen.csv,0.42,0.86,0.45,0.47,0.43,0.5,0.5,0.49,0.43,0.83,0.59,0.62,0.54,0.58,0.51,0.85,0.48,0.41,0.83,0.35
