,ktc.csv,elmo.csv,neoengine.csv,zorannt.csv,vapor.csv,zscreen.csv,rosegarden.csv,nicepress.csv,etherboot.csv,gpac.csv,smarttag.csv,mbse.csv,gebr.csv,plplot.csv,omseek.csv,kml.csv,pcsx2.csv,wxjs.csv,gstreamer.csv,miranda.csv
elmo.csv,0.67,0.54,0.81,0.51,0.7,0.73,0.75,0.85,0.79,0.82,0.51,0.66,0.87,0.7,0.65,0.99,0.78,0.9,0.88,0.68
etherboot.csv,1.0,1.0,1.0,1.0,1.0,0.49,1.0,0.97,0.59,1.0,1.0,1.0,0.52,0.77,1.0,1.0,1.0,1.0,1.0,1.0
gebr.csv,0.94,0.67,0.59,0.76,0.87,0.64,0.7,0.99,0.83,0.89,1.0,1.0,0.36,0.79,0.95,0.68,0.88,0.9,0.99,0.98
gpac.csv,0.95,1.0,0.99,1.0,1.0,0.96,0.55,0.96,1.0,0.5,1.0,0.63,1.0,1.0,0.93,0.97,0.87,0.9,0.99,0.72
gstreamer.csv,0.61,0.68,0.67,0.74,0.6,0.57,0.63,0.66,0.85,0.89,1.0,0.71,0.47,0.78,0.63,0.53,0.5,0.8,0.4,0.8
kml.csv,0.7,0.71,0.88,0.78,0.75,0.55,0.86,0.9,0.97,0.98,0.97,1.0,0.45,0.88,0.77,0.34,0.69,0.93,0.97,0.97
ktc.csv,0.34,0.69,0.42,0.46,0.54,0.74,0.48,0.62,0.77,0.64,0.7,0.45,0.59,0.56,0.49,0.5,0.53,0.61,0.48,0.5
mbse.csv,0.63,0.62,0.58,0.56,0.8,0.82,0.56,0.68,0.78,0.67,0.86,0.47,0.61,0.75,0.73,0.72,0.58,0.64,0.67,0.63
miranda.csv,0.58,1.0,0.51,0.96,1.0,0.81,0.8,0.49,0.65,0.98,0.93,0.83,1.0,0.4,0.62,0.97,0.99,0.83,1.0,0.48
neoengine.csv,0.61,0.94,0.46,0.46,0.69,0.69,0.71,0.56,0.68,0.89,0.54,1.0,0.56,0.43,0.55,0.71,0.79,1.07,0.95,0.89
nicepress.csv,0.61,0.82,0.98,0.57,0.63,0.69,0.62,0.41,0.9,0.94,0.76,1.0,0.87,0.9,0.63,0.84,0.7,0.86,0.79,0.88
omseek.csv,0.74,1.0,0.88,0.61,0.81,0.87,0.81,0.92,0.78,0.95,0.75,0.95,0.83,0.91,0.47,0.97,0.72,0.64,0.91,0.72
pcsx2.csv,0.54,0.75,0.44,0.54,0.61,0.71,0.48,0.72,0.72,0.58,0.76,0.99,1.0,0.63,0.48,0.5,0.43,1.04,0.5,0.97
plplot.csv,0.61,0.71,0.49,0.71,0.84,0.4,0.74,0.68,0.72,0.98,0.93,1.0,0.45,0.34,0.68,0.88,0.78,0.9,0.89,0.74
rosegarden.csv,0.4,0.75,0.86,0.56,0.69,0.69,0.37,0.54,0.71,0.53,0.74,0.64,0.59,0.45,0.61,0.56,0.53,0.71,0.54,0.64
smarttag.csv,0.75,0.57,0.49,0.9,0.65,0.67,0.76,0.62,0.77,0.6,0.59,0.91,0.6,0.6,0.73,0.52,0.58,0.81,0.86,0.56
vapor.csv,1.0,0.62,0.45,0.99,0.52,0.53,1.0,0.99,0.81,1.0,1.0,0.8,0.46,0.51,0.59,0.68,0.99,0.84,1.0,1.0
wxjs.csv,0.98,1.0,0.97,1.0,1.0,0.96,1.0,0.94,1.0,0.98,1.0,1.0,1.0,0.9,1.0,0.95,0.97,0.21,0.99,1.0
zorannt.csv,0.64,0.52,0.78,0.41,0.71,0.53,0.78,0.84,0.74,0.61,0.68,0.68,0.8,0.63,0.5,0.42,0.69,0.63,0.78,0.72
zscreen.csv,0.43,0.8,0.45,0.6,0.52,0.34,0.54,0.69,0.87,0.93,0.63,0.52,0.51,0.58,0.51,0.64,0.5,0.77,0.97,0.78
