,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,0.99,0.9,1.0,0.83,0.79,0.93,0.97,1.0,0.77,0.76,0.53,0.99,1.0,0.21,1.0,0.97
chaosrts.csv,0.58,0.83,0.81,0.43,0.67,1.0,0.41,0.72,0.98,0.74,0.73,0.53,0.85,0.27,0.83,0.5,0.61
cortex-vfx.csv,0.6,0.53,0.57,0.5,0.61,0.59,0.65,0.54,0.8,0.68,0.67,0.76,0.5,0.59,0.73,0.54,0.75
fm-classic.csv,0.72,0.7,0.72,0.91,0.68,0.96,0.74,0.09,0.9,0.91,0.98,0.94,0.56,0.89,0.69,0.71,0.95
fritzing.csv,0.47,0.39,0.4,0.52,0.62,0.52,0.3,0.9,0.8,0.47,0.58,0.66,0.6,0.77,0.48,0.55,0.59
jlinalg.csv,0.23,0.71,0.9,0.69,0.95,0.86,0.87,0.75,0.98,0.76,0.75,0.9,1.0,0.52,0.69,0.91,0.62
loki-lib.csv,0.51,0.67,0.74,0.71,0.59,0.88,0.77,0.97,0.64,0.71,0.74,0.39,0.69,0.47,0.86,0.59,0.76
metacosm.csv,0.68,0.48,0.55,0.51,0.59,0.89,0.57,0.77,0.79,0.56,0.74,0.7,0.62,0.79,0.42,0.32,0.43
multitude.csv,0.37,0.53,0.59,0.81,0.67,0.5,0.73,0.59,0.67,0.89,0.41,0.57,0.89,0.66,0.34,0.51,0.63
ng4j.csv,0.7,0.76,0.51,0.46,0.58,0.51,0.38,0.5,0.9,0.44,0.7,0.6,0.96,0.79,0.58,0.7,0.4
phonon-vlc-mplayer.csv,0.6,0.44,0.46,0.45,0.54,0.53,0.26,0.9,0.9,0.41,0.56,0.55,0.55,0.6,0.49,0.54,0.57
playerstage.csv,0.42,0.52,0.54,0.36,0.54,0.49,0.32,0.81,0.9,0.46,0.55,0.56,0.84,0.6,0.43,0.85,0.45
qgis.csv,1.03,0.77,0.75,0.75,0.48,1.0,0.43,0.69,0.83,0.67,0.63,0.7,0.71,0.64,0.35,0.54,0.59
rsyslog.csv,1.0,0.97,0.62,0.88,0.46,0.32,0.73,1.0,0.86,0.75,0.64,0.61,0.95,0.84,0.79,0.56,0.7
rtrt-on-gpu.csv,0.81,0.97,0.83,0.93,0.81,0.94,1.06,1.09,0.32,0.98,0.81,0.81,0.94,0.85,0.92,0.84,0.86
superwaba.csv,0.68,0.39,0.51,0.62,0.59,0.54,0.68,0.87,0.57,0.56,0.5,0.58,0.57,0.69,0.85,0.69,0.64
unflobtactical.csv,1.0,0.91,0.76,0.51,0.61,0.52,0.37,0.75,0.83,0.38,0.57,0.61,0.61,0.65,0.54,0.81,0.61
