,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,1.0,1.0,0.98,0.94,0.96,0.97,1.0,1.0,0.97,0.88,0.83,1.0,0.99,0.79,1.0,1.0
chaosrts.csv,0.44,0.18,0.22,0.72,0.7,1.0,0.96,1.0,0.1,0.49,0.54,0.69,0.7,0.78,0.34,0.78,0.5
cortex-vfx.csv,0.44,0.8,0.51,0.67,0.42,0.42,0.36,1.0,0.2,0.37,0.37,0.24,0.57,0.58,0.27,0.67,0.25
fm-classic.csv,0.28,0.3,0.29,0.09,0.35,0.04,0.26,1.0,0.1,0.09,0.02,0.07,0.48,0.12,0.32,0.3,0.05
fritzing.csv,0.7,0.74,0.74,0.62,0.39,0.54,0.83,1.0,0.2,0.8,0.49,0.34,0.45,0.32,0.52,0.56,0.5
jlinalg.csv,0.82,0.3,0.81,0.78,0.82,0.65,0.87,1.0,0.3,0.69,0.68,0.86,1.0,0.7,0.76,0.89,0.65
loki-lib.csv,0.54,0.4,0.26,0.79,0.65,0.96,0.49,1.0,0.4,0.71,0.52,0.69,0.4,0.78,0.15,0.78,0.5
metacosm.csv,0.78,0.6,0.53,0.53,0.52,0.12,0.48,0.33,0.3,0.51,0.26,0.31,0.55,0.3,0.7,0.74,0.65
multitude.csv,0.7,0.54,0.78,0.83,0.76,0.73,0.84,1.0,0.6,0.97,0.69,0.69,0.95,0.5,0.85,0.7,0.85
ng4j.csv,0.3,0.24,0.74,0.55,0.43,0.58,0.87,1.0,0.1,0.57,0.34,0.45,0.97,0.21,0.42,0.81,0.7
phonon-vlc-mplayer.csv,0.44,0.72,0.61,0.67,0.61,0.73,0.8,0.33,0.1,0.69,0.51,0.48,0.48,0.83,0.51,0.7,0.5
playerstage.csv,0.6,0.64,0.85,0.72,0.54,0.69,0.81,0.33,0.1,0.66,0.51,0.52,0.91,0.46,0.58,0.89,0.85
qgis.csv,0.76,0.84,0.89,0.83,0.61,0.0,0.86,1.0,0.3,0.34,0.57,0.34,0.78,0.42,0.66,0.48,0.5
rsyslog.csv,0.96,1.0,0.71,0.88,0.68,0.81,0.8,1.0,0.3,0.63,0.72,0.69,0.99,0.94,0.23,0.59,0.35
rtrt-on-gpu.csv,0.2,0.54,0.25,0.38,0.26,0.5,0.16,0.0,0.7,0.4,0.38,0.24,0.57,0.21,0.23,0.33,0.3
superwaba.csv,0.34,0.68,0.54,0.5,0.8,0.46,0.55,1.0,0.5,0.74,0.57,0.55,0.57,0.95,0.18,0.33,0.5
unflobtactical.csv,0.64,0.92,0.92,0.79,0.69,0.54,0.67,0.67,0.2,0.77,0.62,0.41,0.81,0.86,0.7,0.89,0.85
