,recall,precision,pf,pci_20,ifa,wins
checker-framework.csv,0.675,0.475,0.59,0.44,1.0,7
customsagetv.csv,0.255,0.65,0.125,0.645,0.0,15
fluidium.csv,0.02,0.06,0.01,0.5,25.0,0
guineu.csv,0.47,0.485,0.355,0.525,0.0,13
inkscape.csv,0.84,0.44,0.7749999999999999,0.46,1.0,5
mpqc.csv,0.29000000000000004,0.32,0.485,0.81,1.0,11
nsis.csv,0.7,0.33999999999999997,0.72,0.535,1.5,3
octave.csv,0.47,0.43,0.425,0.605,0.5,12
owfs.csv,0.87,0.42000000000000004,0.845,0.42,0.5,2
owlib.csv,0.64,0.585,0.44,0.365,1.5,9
pamguard.csv,0.485,0.44999999999999996,0.33,0.475,1.5,8
prelude.csv,0.94,0.45999999999999996,0.85,0.405,0.0,4
robocode.csv,0.625,0.52,0.435,0.445,0.0,10
uwom-server.csv,0.38,0.355,0.34,0.54,1.0,6
zengine.csv,0.96,0.41500000000000004,0.92,0.405,1.0,1
zildo.csv,0.5800000000000001,0.535,0.315,0.48,0.5,14
