,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.45,0.54,0.28,0.24,0.34,0.27,0.69,0.62,0.71,0.25,0.36,0.52,0.67,0.55,0.67,0.16
customsagetv.csv,0.43,0.22,0.35,0.53,0.27,0.13,0.47,0.27,0.17,0.35,0.32,0.23,0.54,0.0,0.43,0.88
fluidium.csv,0.14,0.0,0.0,0.2,0.08,0.07,0.0,0.08,0.0,0.0,0.0,0.0,0.09,0.64,0.0,0.24
guineu.csv,0.57,0.5,0.09,0.21,0.39,0.18,0.56,0.47,0.12,0.28,0.36,0.58,0.54,0.58,0.52,0.88
inkscape.csv,0.43,0.59,0.88,0.3,0.3,0.17,0.74,0.49,0.3,0.41,0.32,0.86,0.63,0.59,0.78,0.73
mpqc.csv,0.26,0.16,0.28,0.0,0.15,0.35,0.33,0.39,0.12,0.25,0.75,0.49,0.27,0.47,0.38,0.51
nsis.csv,0.4,0.48,0.76,0.15,0.23,0.32,0.67,0.37,0.29,0.38,0.82,0.83,0.59,0.33,0.67,0.65
octave.csv,0.3,0.51,0.29,0.3,0.41,0.25,0.58,0.46,0.06,0.35,0.4,0.61,0.32,0.47,0.46,0.68
owfs.csv,0.45,0.53,0.85,0.35,0.31,0.24,0.72,0.52,0.38,0.4,0.93,0.86,0.68,0.61,0.76,0.6
owlib.csv,0.51,0.65,0.71,0.36,0.32,0.15,0.63,0.58,0.4,0.43,0.58,0.59,0.65,0.54,0.43,0.72
pamguard.csv,0.4,0.39,0.68,0.35,0.42,0.21,0.58,0.56,0.46,0.28,0.31,0.59,0.56,0.09,0.76,0.18
prelude.csv,0.48,0.57,0.9,0.32,0.31,0.23,0.77,0.58,0.35,0.43,0.73,0.84,0.65,0.59,0.77,0.74
robocode.csv,0.53,0.58,0.05,0.43,0.29,0.21,0.77,0.69,0.32,0.47,0.55,0.52,0.64,0.54,0.59,0.58
uwom-server.csv,0.28,0.32,0.0,0.0,0.35,0.18,0.67,0.37,0.3,0.48,0.34,0.63,0.04,0.45,0.45,0.52
zengine.csv,0.47,0.56,0.84,0.28,0.31,0.26,0.72,0.6,0.3,0.4,0.96,0.9,0.69,0.33,0.78,0.71
zildo.csv,0.53,0.58,0.74,0.28,0.34,0.17,0.59,0.47,0.43,0.34,0.35,0.69,0.71,0.34,0.67,0.8
