,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.43,0.28,0.13,0.38,0.08,0.57,0.73
flexpay.csv,0.19,0.78,0.25,0.22,0.79,0.63,0.36
gabel.csv,0.1,0.17,0.22,0.22,0.24,0.07,0.53
genoviz.csv,0.0,0.5,0.18,0.13,0.03,0.0,0.09
img-browse-sort.csv,0.33,0.94,0.53,0.48,0.24,0.21,0.6
ontomorphtab.csv,0.14,0.94,0.64,0.53,0.71,0.28,0.56
passwordsafe.csv,0.29,0.5,0.79,0.51,0.37,0.23,0.38
