,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.63,0.77,0.19,0.88,0.38,0.74,0.8
flexpay.csv,0.37,0.89,0.48,0.75,0.77,0.46,0.8
gabel.csv,0.49,0.26,0.36,0.88,0.62,0.37,0.8
genoviz.csv,0.26,0.58,0.27,0.25,0.08,0.12,1.0
img-browse-sort.csv,0.69,0.94,0.58,1.0,0.69,0.6,1.0
ontomorphtab.csv,0.74,0.91,0.79,1.0,0.85,0.65,1.0
passwordsafe.csv,0.77,0.55,0.9,1.0,0.85,0.68,1.0
