,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.17,0.45,0.84,0.34,0.12,0.39,0.69,0.41,0.44
archive-crawler.csv,0.21,0.2,0.22,0.28,0.28,0.46,0.25,0.57,0.12
autowikibrowser.csv,0.25,0.43,0.75,0.6,0.22,0.39,0.71,0.28,0.5
jcae.csv,0.04,0.16,0.19,0.42,0.06,0.06,0.47,0.3,0.12
kmatplot.csv,0.12,0.28,0.58,0.62,0.25,0.23,0.47,0.37,0.06
mscore.csv,0.48,0.75,0.94,0.85,0.28,0.74,0.84,0.44,0.62
quickfast.csv,0.81,0.43,0.82,0.36,0.71,0.51,0.98,0.87,0.22
rhex.csv,0.23,0.06,0.48,0.48,0.18,0.8,0.29,0.56,0.31
riff-evolve.csv,0.12,0.39,0.72,0.38,0.08,0.24,0.38,0.3,0.22
