,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.23,0.76,0.24,0.75,0.17,0.61,0.3
k3d.csv,0.33,0.53,0.78,0.04,0.0,0.01,0.0
massiv.csv,0.0,0.0,0.2,0.52,0.99,0.12,0.0
net-snmp.csv,0.71,0.0,0.65,0.42,0.64,0.0,0.82
patterntesting.csv,0.29,0.13,0.47,0.69,0.47,0.13,0.33
t-2.csv,0.23,0.32,0.41,0.04,0.65,0.64,0.22
xreal.csv,0.14,0.56,0.4,0.04,0.0,0.05,1.0
