,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.75,0.0,0.52,1.0,0.48,0.48,0.52,0.0,0.6,0.57,0.71,0.53,0.55,0.53,0.51
encog-cs.csv,0.59,0.0,0.61,0.42,0.5,0.63,0.32,0.55,0.98,0.46,0.24,0.62,0.59,0.35,0.56
extprosys.csv,0.43,0.57,0.92,0.57,0.47,0.49,0.52,0.64,0.54,0.55,0.37,0.54,0.47,0.47,0.58
ibatisdb.csv,0.0,0.05,0.16,0.12,0.17,0.27,0.41,0.18,0.02,0.35,0.34,0.68,0.02,0.98,0.0
intact.csv,0.0,0.52,0.42,0.5,0.59,0.89,0.49,0.58,0.42,0.46,0.5,0.49,0.54,0.41,0.19
japano.csv,0.75,0.0,0.05,0.48,0.42,0.39,0.66,1.0,0.56,0.63,0.05,0.52,0.5,0.27,0.34
lockss.csv,0.97,0.17,0.0,0.11,0.21,0.2,0.12,0.12,0.4,0.93,0.24,0.18,0.07,0.04,0.0
ofbiz.csv,0.0,0.43,0.35,0.24,0.21,0.37,0.06,0.21,0.37,0.31,0.61,0.18,0.98,0.62,0.63
officefloor.csv,0.0,0.5,0.4,0.54,0.24,0.43,0.49,0.58,0.21,0.21,0.87,0.58,0.16,0.57,0.3
opennms.csv,0.97,0.33,0.16,0.11,0.94,0.04,0.33,0.1,0.25,0.31,0.21,0.12,0.3,0.2,0.13
rohxel.csv,0.17,0.0,0.65,0.63,0.35,0.45,1.0,0.66,0.3,0.32,0.5,0.43,0.42,0.33,0.13
roolo.csv,0.86,0.41,0.42,0.18,0.36,0.34,0.18,0.24,0.41,0.31,0.42,0.96,0.57,0.22,0.44
sevenupdate.csv,0.36,1.0,0.0,0.0,0.52,0.35,0.32,0.37,0.27,0.57,0.13,0.3,0.29,0.24,0.13
web-cat.csv,0.0,0.46,0.16,0.53,0.49,0.33,0.48,0.59,0.34,0.39,0.35,0.54,0.27,0.13,1.0
