,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.56,0.51,0.69,0.4,0.49,0.47,0.46,0.51,0.43,0.75,0.63,0.56,0.5,0.42,0.48,0.73,0.41
biopax.csv,0.41,0.45,0.44,0.35,0.43,0.4,0.41,0.43,0.42,0.47,0.38,0.49,0.4,0.41,0.39,0.49,0.4
ffigo.csv,0.49,0.46,0.65,0.46,0.49,0.54,0.51,0.45,0.47,0.56,0.72,0.64,0.45,0.48,0.44,0.51,0.55
freebios.csv,0.57,0.95,0.61,0.51,0.97,0.9,0.59,0.62,0.62,0.8,0.63,0.72,0.5,0.7,0.61,0.61,0.52
glelite.csv,0.39,0.41,0.41,0.37,0.46,0.39,0.43,0.4,0.44,0.4,0.39,0.49,0.38,0.39,0.37,0.41,0.41
gnupdate.csv,0.53,0.99,0.57,0.41,0.94,0.6,0.58,0.59,0.53,0.96,0.84,0.67,0.51,0.66,0.61,0.66,0.42
go.csv,0.45,0.53,0.49,0.36,0.55,0.48,0.42,0.42,0.44,0.53,0.6,0.51,0.44,0.43,0.41,0.55,0.46
gstreamer.csv,0.43,0.57,0.65,0.39,0.52,0.49,0.44,0.48,0.47,0.67,0.56,0.58,0.41,0.45,0.44,0.64,0.38
metacosm.csv,0.56,0.86,0.68,0.47,0.53,0.56,0.61,0.47,0.52,0.82,0.93,0.68,0.45,0.51,0.85,0.68,0.5
pcsx2.csv,0.47,0.49,0.56,0.48,0.61,0.47,0.43,0.48,0.49,0.6,0.86,0.56,0.52,0.52,0.56,0.68,0.39
pgui.csv,0.72,0.99,0.72,0.75,0.94,0.74,0.6,0.78,0.61,0.95,0.93,0.83,0.93,0.96,0.7,0.81,0.62
qse.csv,0.86,0.62,0.94,0.95,0.94,0.84,0.5,0.65,0.53,0.58,0.88,0.6,0.65,0.59,0.54,0.69,0.67
rebecca-aiml.csv,0.76,0.98,0.68,0.49,0.94,0.55,0.95,0.8,0.65,0.67,0.53,0.69,0.7,0.71,0.65,0.61,0.89
skia.csv,0.79,0.61,0.91,0.8,0.76,0.93,0.68,0.69,0.49,0.86,0.65,0.64,0.94,0.98,0.61,0.94,0.88
vars-redux.csv,0.54,0.78,0.7,0.51,0.51,0.76,0.45,0.49,0.57,0.8,0.9,0.84,0.86,0.48,0.79,0.78,0.48
wxjs.csv,0.86,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.88,0.0,0.0,0.83,0.0,0.5,0.0
yale.csv,0.49,0.99,0.52,0.46,0.82,0.46,0.65,0.66,0.56,0.66,0.53,0.69,0.59,0.76,0.48,0.48,0.62
