,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.61,0.72,0.8,0.5,0.49,0.01,0.53,0.65,0.51,0.74,0.92,0.75,0.61,0.46,0.77,0.71,0.54
biopax.csv,0.66,0.83,0.85,0.82,0.71,0.69,0.72,0.78,0.64,1.0,0.93,0.41,0.62,0.59,0.75,0.03,0.9
ffigo.csv,0.66,0.65,0.46,0.7,0.94,0.67,0.68,0.57,0.93,0.58,1.06,0.52,0.02,0.65,0.87,0.57,0.69
freebios.csv,0.87,0.79,0.0,0.62,0.75,0.77,0.65,0.52,0.72,0.5,0.51,0.7,0.62,0.71,0.68,0.81,0.5
glelite.csv,0.98,1.0,0.9,0.91,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.0,0.93,0.98,0.98,1.0,1.0
gnupdate.csv,0.88,0.79,0.7,0.72,0.15,0.71,0.51,0.6,0.69,0.78,0.82,0.65,0.77,0.6,0.49,0.63,0.7
go.csv,0.03,0.68,0.74,0.74,0.66,0.6,0.55,0.57,0.61,1.1,0.91,0.8,0.59,0.61,0.71,0.52,0.77
gstreamer.csv,0.59,0.63,0.71,0.6,0.56,0.58,0.51,0.53,0.57,0.71,1.06,0.55,0.52,0.03,0.54,0.72,0.63
metacosm.csv,0.65,0.8,0.65,0.63,0.62,0.7,0.6,0.59,0.66,0.68,0.64,0.71,0.63,0.66,0.9,0.86,0.04
pcsx2.csv,0.5,0.61,0.78,0.56,0.57,0.6,0.55,0.77,0.03,0.86,1.03,0.67,0.56,0.59,0.7,0.46,0.73
pgui.csv,0.72,0.81,0.69,0.71,0.56,0.81,0.41,0.13,0.67,0.88,0.89,0.81,0.81,0.8,0.65,0.75,0.63
qse.csv,0.81,0.66,0.9,0.83,0.66,0.77,0.06,0.54,0.59,0.73,1.0,0.7,0.7,0.65,0.78,0.54,0.63
rebecca-aiml.csv,0.98,0.93,0.43,0.57,0.92,0.79,0.92,0.85,0.78,0.02,0.56,0.63,0.79,0.84,0.77,0.98,0.78
skia.csv,0.72,0.69,0.93,0.76,0.97,0.84,0.69,0.71,0.65,0.79,0.8,0.7,0.87,0.84,0.0,0.96,0.86
vars-redux.csv,0.43,0.64,0.81,0.0,0.67,0.74,0.37,0.54,0.65,0.94,1.02,0.79,0.81,0.49,0.67,0.76,0.61
wxjs.csv,0.95,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.0,1.0,1.0,0.99,1.0,0.99,1.0
yale.csv,0.96,0.15,0.66,0.94,0.95,0.9,0.92,0.92,0.77,0.27,0.64,0.83,0.91,0.88,0.84,1.09,0.78
