,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.0,65.0,0.0,3.0,1.0,0.0,0.0,5.0,1.0,2.0,15.0,0.0,0.0,0.0,6.0,0.0,1.0
biopax.csv,1.0,71.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,67.0,40.0,0.0,0.0,3.0,3.0,0.0,1.0
ffigo.csv,2.0,41.0,0.0,1.0,2.0,0.0,12.0,1.0,0.0,2.0,97.0,0.0,0.0,2.0,12.0,1.0,0.0
freebios.csv,3.0,77.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,23.0,0.0,2.0,3.0,4.0,0.0,5.0
glelite.csv,4.0,81.0,1.0,2.0,2.0,0.0,7.0,3.0,0.0,3.0,46.0,0.0,2.0,4.0,6.0,2.0,1.0
gnupdate.csv,4.0,12.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,7.0,17.0,0.0,1.0,1.0,4.0,1.0,5.0
go.csv,0.0,49.0,0.0,1.0,0.0,4.0,6.0,1.0,0.0,66.0,36.0,0.0,0.0,2.0,0.0,1.0,3.0
gstreamer.csv,2.0,52.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,5.0,97.0,0.0,0.0,0.0,2.0,2.0,0.0
metacosm.csv,0.0,27.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,6.0,2.0,0.0
pcsx2.csv,1.0,18.0,1.0,0.0,1.0,0.0,7.0,3.0,0.0,65.0,97.0,0.0,1.0,3.0,1.0,0.0,3.0
pgui.csv,2.0,11.0,0.0,5.0,2.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,5.0,4.0,2.0,2.0
qse.csv,2.0,13.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,97.0,0.0,4.0,6.0,6.0,1.0,0.0
rebecca-aiml.csv,3.0,15.0,0.0,1.0,2.0,1.0,6.0,3.0,3.0,0.0,27.0,0.0,0.0,1.0,4.0,1.0,2.0
skia.csv,0.0,20.0,0.0,0.0,29.0,1.0,6.0,1.0,0.0,8.0,8.0,0.0,3.0,4.0,0.0,0.0,3.0
vars-redux.csv,1.0,8.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,44.0,97.0,0.0,3.0,1.0,4.0,0.0,6.0
wxjs.csv,0.0,962.0,0.0,115.0,105.0,259.0,81.0,168.0,0.0,185.0,0.0,152.0,119.0,2.0,68.0,0.0,57.0
yale.csv,4.0,0.0,0.0,2.0,2.0,1.0,6.0,3.0,0.0,2.0,36.0,0.0,2.0,1.0,6.0,2.0,0.0
