,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.46,0.58,0.33,0.72,0.71,0.99,0.61,0.54,0.61,0.35,0.14,0.56,0.46,0.63,0.38,0.35,0.63
biopax.csv,0.67,0.49,0.48,0.52,0.61,0.62,0.65,0.55,0.7,0.31,0.27,0.75,0.64,0.7,0.59,0.98,0.36
ffigo.csv,0.62,0.55,0.63,0.55,0.3,0.52,0.56,0.7,0.32,0.71,0.0,0.54,1.0,0.61,0.45,0.55,0.44
freebios.csv,0.43,0.3,1.0,0.54,0.34,0.3,0.54,0.63,0.48,0.56,0.7,0.42,0.64,0.47,0.5,0.44,0.61
glelite.csv,0.09,0.0,0.36,0.33,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.27,0.09,0.09,0.0,0.0
gnupdate.csv,0.43,0.26,0.54,0.61,0.88,0.45,0.59,0.56,0.55,0.26,0.29,0.4,0.53,0.5,0.65,0.46,0.62
go.csv,0.98,0.6,0.51,0.62,0.51,0.58,0.74,0.7,0.68,0.25,0.28,0.5,0.61,0.62,0.56,0.65,0.55
gstreamer.csv,0.65,0.56,0.41,0.7,0.6,0.65,0.61,0.72,0.63,0.41,0.0,0.51,0.63,0.97,0.68,0.48,0.69
metacosm.csv,0.43,0.25,0.45,0.51,0.61,0.47,0.48,0.58,0.42,0.38,0.43,0.34,0.51,0.48,0.16,0.24,0.97
pcsx2.csv,0.66,0.62,0.44,0.66,0.68,0.62,0.79,0.58,0.98,0.4,0.0,0.38,0.51,0.6,0.42,0.59,0.57
pgui.csv,0.38,0.24,0.41,0.37,0.5,0.27,0.64,0.89,0.44,0.16,0.14,0.23,0.26,0.27,0.43,0.34,0.48
qse.csv,0.27,0.45,0.14,0.21,0.4,0.28,0.95,0.53,0.57,0.43,0.0,0.35,0.38,0.45,0.38,0.51,0.45
rebecca-aiml.csv,0.25,0.09,0.64,0.54,0.12,0.39,0.17,0.26,0.39,0.98,0.8,0.42,0.39,0.35,0.41,0.34,0.26
skia.csv,0.33,0.41,0.1,0.31,0.12,0.21,0.38,0.36,0.43,0.26,0.29,0.43,0.17,0.2,1.0,0.15,0.18
vars-redux.csv,0.63,0.43,0.28,1.0,0.63,0.33,0.71,0.62,0.41,0.18,0.0,0.25,0.24,0.58,0.4,0.28,0.51
wxjs.csv,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.01,0.0,0.01,0.0
yale.csv,0.35,0.88,0.62,0.38,0.18,0.38,0.32,0.29,0.51,0.81,0.74,0.46,0.41,0.33,0.48,0.0,0.44
