,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.74,0.78,0.42,0.68,0.79,0.36,0.73,0.71,0.6,0.32,0.98,0.53,0.86,0.93,0.74,0.44,0.44
checker-framework.csv,0.66,0.8,0.34,0.86,0.9,0.82,0.9,0.88,0.69,0.0,0.98,0.94,0.94,0.8,0.0,0.71,0.48
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
ctrlr.csv,0.89,0.8,0.0,0.96,0.0,0.46,0.67,0.88,0.88,0.5,0.77,0.8,0.86,0.94,0.94,0.94,0.75
fontforge.csv,0.94,0.73,0.58,0.74,0.94,0.91,0.83,0.94,0.67,0.55,0.97,0.68,0.92,0.83,0.82,0.93,0.53
gusanos.csv,0.46,0.44,0.41,0.47,0.54,0.49,0.59,0.4,0.53,0.36,0.54,0.52,0.59,0.81,0.42,0.4,0.46
jvcl.csv,0.89,0.5,0.91,0.95,0.91,0.88,0.0,0.9,0.91,0.67,0.97,0.5,0.95,0.67,0.0,0.94,0.89
kwave.csv,0.6,0.93,0.42,0.68,0.93,0.48,0.93,0.71,0.55,0.86,0.98,0.67,0.95,0.87,0.75,0.63,0.5
liferea.csv,0.6,0.62,0.31,0.51,0.84,0.83,0.73,0.58,0.56,0.31,0.93,0.52,0.8,0.75,0.59,0.48,0.4
lockss.csv,0.97,0.8,0.62,0.93,0.93,0.8,0.67,0.86,0.0,0.83,0.93,0.95,0.88,0.91,0.75,0.94,0.86
magicwars.csv,0.46,0.38,0.32,0.37,0.41,0.33,0.41,0.39,0.54,0.29,0.69,0.4,0.37,0.45,0.42,0.33,0.39
psrchive.csv,0.93,0.92,0.47,0.78,0.5,0.0,0.91,0.53,0.7,0.67,0.49,0.53,0.71,0.75,0.92,0.51,0.77
pydev.csv,0.7,0.92,0.52,0.93,0.88,0.46,0.93,0.88,0.68,0.37,0.57,0.43,0.73,0.88,0.85,0.61,0.41
sarasvati.csv,0.9,0.5,0.75,0.64,0.91,0.88,0.68,0.0,0.7,0.0,0.97,0.59,0.84,0.9,0.95,0.93,0.86
stuproa-cims.csv,0.53,0.43,0.31,0.39,0.52,0.34,0.51,0.44,0.5,0.29,0.37,0.36,0.79,0.55,0.44,0.34,0.39
thout.csv,0.76,0.82,0.41,0.53,0.74,0.49,0.7,0.63,0.65,0.79,0.75,0.5,0.66,0.61,0.78,0.58,0.38
zact.csv,0.0,0.0,0.6,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.67,0.0,0.0,0.0
