,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.83,0.55,0.54,0.63,0.51,0.96,0.0,0.44,0.79,0.44,0.67,0.52
freedom-erp.csv,0.53,0.89,0.6,0.5,0.53,0.67,0.36,0.67,0.8,0.42,0.39,0.67
javaprofiler.csv,0.45,0.48,0.54,0.51,0.5,0.5,0.31,0.49,0.72,0.5,0.4,0.53
jmoney.csv,0.42,0.36,0.34,0.54,0.39,0.39,0.56,0.41,0.57,0.33,0.33,0.57
jsidplay2.csv,0.53,0.85,0.4,0.89,0.49,0.92,0.31,0.69,0.8,0.64,0.94,0.74
reaper3d.csv,0.52,0.39,0.44,0.71,0.69,0.86,0.43,0.45,0.58,0.46,0.33,0.67
servicestack.csv,0.75,0.0,0.0,0.83,0.86,0.0,0.0,0.5,0.67,0.67,0.0,0.5
springside.csv,0.38,0.4,0.39,0.44,0.38,0.42,0.44,0.36,0.39,0.42,0.35,0.78
swtfox.csv,0.58,0.52,0.75,0.64,0.75,0.54,0.95,0.61,0.59,0.47,0.65,0.51
synecdoche.csv,0.3,0.44,0.42,0.78,0.38,0.52,0.33,0.38,0.45,0.41,0.59,0.52
tmva.csv,0.44,0.44,0.45,0.53,0.44,0.49,0.31,0.44,0.57,0.61,0.37,0.6
wsmt.csv,0.89,0.75,0.75,0.95,0.86,0.67,0.92,0.0,0.63,0.67,0.67,0.67
