,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.72,0.4,0.24,0.32,0.52,0.57,1.0,0.74,0.59,0.63,0.62,0.57,0.47,0.62,0.57,0.67,0.5,0.31
brlcad.csv,0.72,0.97,0.29,0.22,0.04,0.91,0.44,0.39,0.41,0.58,0.78,0.69,0.38,0.78,0.64,0.85,0.7,0.14
genoviz.csv,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0
gnupdate.csv,0.67,0.22,0.13,0.37,0.95,0.16,0.45,0.55,0.49,0.43,0.34,0.42,0.28,0.48,0.47,0.53,0.34,0.22
google-gears.csv,0.64,0.38,0.11,0.22,0.27,0.72,0.47,0.52,0.54,0.59,0.68,0.64,0.36,1.0,0.64,0.77,0.7,0.22
konversation.csv,0.55,0.17,0.25,1.0,0.24,0.3,0.1,0.25,0.41,0.24,0.21,0.23,0.24,0.23,0.36,0.23,0.17,0.46
linux-ntfs.csv,0.64,0.34,0.14,0.3,0.37,0.66,0.49,0.5,0.52,0.54,0.62,0.46,0.35,0.61,1.0,0.44,0.5,0.36
linuxsh.csv,0.18,0.1,0.95,0.0,0.15,0.03,0.1,0.25,0.19,0.19,0.0,0.11,0.07,0.14,0.06,0.23,0.08,0.0
modplug.csv,0.73,0.41,0.25,0.25,0.29,0.78,0.56,0.64,0.46,0.54,0.99,0.54,0.4,0.59,0.67,0.77,0.66,0.19
nativeclient.csv,0.68,0.33,0.33,0.34,0.33,0.4,0.38,0.54,0.6,0.44,0.71,0.59,0.32,0.56,0.54,0.55,0.99,0.19
ogre.csv,0.76,0.4,0.29,0.21,0.32,1.0,0.44,0.6,0.5,0.6,0.8,0.71,0.37,0.86,0.65,0.85,0.74,0.18
openfrag.csv,0.77,0.41,0.31,0.31,0.32,0.63,0.47,0.67,0.57,0.51,0.53,0.99,0.39,0.65,0.55,0.68,0.73,0.21
projecteqemu.csv,0.65,0.31,0.22,0.39,0.31,0.25,0.5,0.57,0.41,0.97,0.56,0.42,0.41,0.42,0.5,0.42,0.27,0.26
qse.csv,0.81,0.3,0.18,0.33,0.49,0.31,0.55,0.99,0.63,0.68,0.54,0.48,0.52,0.45,0.6,0.63,0.38,0.27
sandiaportals.csv,0.76,0.42,0.38,0.29,0.38,0.58,0.49,0.66,0.54,0.54,0.6,0.71,0.51,0.65,0.57,0.99,0.62,0.24
sauerbraten.csv,0.99,0.3,0.25,0.38,0.3,0.36,0.58,0.63,0.57,0.65,0.67,0.53,0.23,0.55,0.56,0.64,0.43,0.29
turbotrader-bos.csv,0.76,0.14,0.37,0.29,0.3,0.58,0.35,0.52,0.98,0.38,0.45,0.4,0.14,0.49,0.61,0.77,0.37,0.22
xapian.csv,0.55,0.23,0.0,0.43,0.09,0.76,0.44,0.49,0.34,0.57,0.6,0.35,0.98,0.7,0.64,0.46,0.25,0.0
